"No.","Time","Source","Destination","Protocol","Length","Topic","Message Identifier","Source Port","Destination Port","Info"
"5663","128.527783438","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","103","37953","1883","Publish Message (id=103) [Deviceb'Device - 1']"
"5664","128.530586370","192.168.15.3","192.168.15.4","MQTT","70","","103","1883","37953","Publish Ack (id=103)"
"5726","129.532734734","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","104","37953","1883","Publish Message (id=104) [Deviceb'Device - 1']"
"5727","129.535281653","192.168.15.3","192.168.15.4","MQTT","70","","104","1883","37953","Publish Ack (id=104)"
"5779","130.537464021","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","105","37953","1883","Publish Message (id=105) [Deviceb'Device - 1']"
"5780","130.540159801","192.168.15.3","192.168.15.4","MQTT","70","","105","1883","37953","Publish Ack (id=105)"
"5812","131.542322578","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","106","37953","1883","Publish Message (id=106) [Deviceb'Device - 1']"
"5813","131.545011284","192.168.15.3","192.168.15.4","MQTT","70","","106","1883","37953","Publish Ack (id=106)"
"5912","132.546867814","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","107","37953","1883","Publish Message (id=107) [Deviceb'Device - 1']"
"5913","132.549440832","192.168.15.3","192.168.15.4","MQTT","70","","107","1883","37953","Publish Ack (id=107)"
"5983","133.551333614","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","108","37953","1883","Publish Message (id=108) [Deviceb'Device - 1']"
"5984","133.554006370","192.168.15.3","192.168.15.4","MQTT","70","","108","1883","37953","Publish Ack (id=108)"
"6052","134.556423653","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","109","37953","1883","Publish Message (id=109) [Deviceb'Device - 1']"
"6053","134.559022921","192.168.15.3","192.168.15.4","MQTT","70","","109","1883","37953","Publish Ack (id=109)"
"6158","135.560823664","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","110","37953","1883","Publish Message (id=110) [Deviceb'Device - 1']"
"6160","135.563368869","192.168.15.3","192.168.15.4","MQTT","70","","110","1883","37953","Publish Ack (id=110)"
"6527","136.565612371","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","111","37953","1883","Publish Message (id=111) [Deviceb'Device - 1']"
"6528","136.568236444","192.168.15.3","192.168.15.4","MQTT","70","","111","1883","37953","Publish Ack (id=111)"
"6644","137.570867198","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","112","37953","1883","Publish Message (id=112) [Deviceb'Device - 1']"
"6645","137.574254814","192.168.15.3","192.168.15.4","MQTT","70","","112","1883","37953","Publish Ack (id=112)"
"6654","138.576452782","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","113","37953","1883","Publish Message (id=113) [Deviceb'Device - 1']"
"6655","138.579165063","192.168.15.3","192.168.15.4","MQTT","70","","113","1883","37953","Publish Ack (id=113)"
"6691","139.580941281","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","114","37953","1883","Publish Message (id=114) [Deviceb'Device - 1']"
"6692","139.583589941","192.168.15.3","192.168.15.4","MQTT","70","","114","1883","37953","Publish Ack (id=114)"
"6787","140.585164909","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","115","37953","1883","Publish Message (id=115) [Deviceb'Device - 1']"
"6788","140.587647476","192.168.15.3","192.168.15.4","MQTT","70","","115","1883","37953","Publish Ack (id=115)"
"6798","141.590354946","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","116","37953","1883","Publish Message (id=116) [Deviceb'Device - 1']"
"6799","141.592925809","192.168.15.3","192.168.15.4","MQTT","70","","116","1883","37953","Publish Ack (id=116)"
"6811","142.595605068","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","117","37953","1883","Publish Message (id=117) [Deviceb'Device - 1']"
"6812","142.598165161","192.168.15.3","192.168.15.4","MQTT","70","","117","1883","37953","Publish Ack (id=117)"
"6822","143.600871143","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","118","37953","1883","Publish Message (id=118) [Deviceb'Device - 1']"
"6823","143.604683601","192.168.15.3","192.168.15.4","MQTT","70","","118","1883","37953","Publish Ack (id=118)"
"6830","144.606233102","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","119","37953","1883","Publish Message (id=119) [Deviceb'Device - 1']"
"6831","144.609539404","192.168.15.3","192.168.15.4","MQTT","70","","119","1883","37953","Publish Ack (id=119)"
"6839","145.611823106","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","120","37953","1883","Publish Message (id=120) [Deviceb'Device - 1']"
"6840","145.614547870","192.168.15.3","192.168.15.4","MQTT","70","","120","1883","37953","Publish Ack (id=120)"
"6847","146.616061849","192.168.15.4","192.168.15.3","MQTT","68","","","37953","1883","Ping Request"
"6848","146.618514399","192.168.15.3","192.168.15.4","MQTT","68","","","1883","37953","Ping Response"
"6849","146.618529848","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","121","37953","1883","Publish Message (id=121) [Deviceb'Device - 1']"
"6850","146.621201862","192.168.15.3","192.168.15.4","MQTT","70","","121","1883","37953","Publish Ack (id=121)"
"6856","147.623370571","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","122","37953","1883","Publish Message (id=122) [Deviceb'Device - 1']"
"6857","147.626060008","192.168.15.3","192.168.15.4","MQTT","70","","122","1883","37953","Publish Ack (id=122)"
"6861","148.628321146","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","123","37953","1883","Publish Message (id=123) [Deviceb'Device - 1']"
"6862","148.633294715","192.168.15.3","192.168.15.4","MQTT","70","","123","1883","37953","Publish Ack (id=123)"
"6871","149.634570342","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","124","37953","1883","Publish Message (id=124) [Deviceb'Device - 1']"
"6872","149.637175960","192.168.15.3","192.168.15.4","MQTT","70","","124","1883","37953","Publish Ack (id=124)"
"6896","150.639526951","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","125","37953","1883","Publish Message (id=125) [Deviceb'Device - 1']"
"6897","150.642320555","192.168.15.3","192.168.15.4","MQTT","70","","125","1883","37953","Publish Ack (id=125)"
"6913","151.644349230","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","126","37953","1883","Publish Message (id=126) [Deviceb'Device - 1']"
"6914","151.647138826","192.168.15.3","192.168.15.4","MQTT","70","","126","1883","37953","Publish Ack (id=126)"
"6929","152.649293331","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","127","37953","1883","Publish Message (id=127) [Deviceb'Device - 1']"
"6930","152.651919018","192.168.15.3","192.168.15.4","MQTT","70","","127","1883","37953","Publish Ack (id=127)"
"6955","153.653226717","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","128","37953","1883","Publish Message (id=128) [Deviceb'Device - 1']"
"6956","153.655739982","192.168.15.3","192.168.15.4","MQTT","70","","128","1883","37953","Publish Ack (id=128)"
"6962","154.658359219","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","129","37953","1883","Publish Message (id=129) [Deviceb'Device - 1']"
"6963","154.661067371","192.168.15.3","192.168.15.4","MQTT","70","","129","1883","37953","Publish Ack (id=129)"
"6970","155.663118532","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","130","37953","1883","Publish Message (id=130) [Deviceb'Device - 1']"
"6971","155.665917556","192.168.15.3","192.168.15.4","MQTT","70","","130","1883","37953","Publish Ack (id=130)"
"6976","156.667772287","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","131","37953","1883","Publish Message (id=131) [Deviceb'Device - 1']"
"6977","156.670342359","192.168.15.3","192.168.15.4","MQTT","70","","131","1883","37953","Publish Ack (id=131)"
"6983","157.672559267","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","132","37953","1883","Publish Message (id=132) [Deviceb'Device - 1']"
"6984","157.675173402","192.168.15.3","192.168.15.4","MQTT","70","","132","1883","37953","Publish Ack (id=132)"
"6990","158.677358412","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","133","37953","1883","Publish Message (id=133) [Deviceb'Device - 1']"
"6991","158.680043070","192.168.15.3","192.168.15.4","MQTT","70","","133","1883","37953","Publish Ack (id=133)"
"6997","159.682078921","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","134","37953","1883","Publish Message (id=134) [Deviceb'Device - 1']"
"6998","159.684772836","192.168.15.3","192.168.15.4","MQTT","70","","134","1883","37953","Publish Ack (id=134)"
"7004","160.687049656","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","135","37953","1883","Publish Message (id=135) [Deviceb'Device - 1']"
"7005","160.689798415","192.168.15.3","192.168.15.4","MQTT","70","","135","1883","37953","Publish Ack (id=135)"
"7011","161.692689096","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","136","37953","1883","Publish Message (id=136) [Deviceb'Device - 1']"
"7012","161.695433146","192.168.15.3","192.168.15.4","MQTT","70","","136","1883","37953","Publish Ack (id=136)"
"7021","162.697912496","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","137","37953","1883","Publish Message (id=137) [Deviceb'Device - 1']"
"7022","162.700700328","192.168.15.3","192.168.15.4","MQTT","70","","137","1883","37953","Publish Ack (id=137)"
"7030","163.702213757","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","138","37953","1883","Publish Message (id=138) [Deviceb'Device - 1']"
"7031","163.704887814","192.168.15.3","192.168.15.4","MQTT","70","","138","1883","37953","Publish Ack (id=138)"
"7039","164.706682858","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","139","37953","1883","Publish Message (id=139) [Deviceb'Device - 1']"
"7040","164.709629039","192.168.15.3","192.168.15.4","MQTT","70","","139","1883","37953","Publish Ack (id=139)"
"7047","165.711590540","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","140","37953","1883","Publish Message (id=140) [Deviceb'Device - 1']"
"7048","165.714404011","192.168.15.3","192.168.15.4","MQTT","70","","140","1883","37953","Publish Ack (id=140)"
"7054","166.716212096","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","141","37953","1883","Publish Message (id=141) [Deviceb'Device - 1']"
"7055","166.718917192","192.168.15.3","192.168.15.4","MQTT","70","","141","1883","37953","Publish Ack (id=141)"
"7067","167.720801664","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","142","37953","1883","Publish Message (id=142) [Deviceb'Device - 1']"
"7068","167.723493345","192.168.15.3","192.168.15.4","MQTT","70","","142","1883","37953","Publish Ack (id=142)"
"7096","168.725541140","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","143","37953","1883","Publish Message (id=143) [Deviceb'Device - 1']"
"7097","168.728514763","192.168.15.3","192.168.15.4","MQTT","70","","143","1883","37953","Publish Ack (id=143)"
"7106","169.730606593","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","144","37953","1883","Publish Message (id=144) [Deviceb'Device - 1']"
"7107","169.733180131","192.168.15.3","192.168.15.4","MQTT","70","","144","1883","37953","Publish Ack (id=144)"
"7113","170.734601489","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","145","37953","1883","Publish Message (id=145) [Deviceb'Device - 1']"
"7114","170.737228928","192.168.15.3","192.168.15.4","MQTT","70","","145","1883","37953","Publish Ack (id=145)"
"7116","171.738585096","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","146","37953","1883","Publish Message (id=146) [Deviceb'Device - 1']"
"7117","171.741288149","192.168.15.3","192.168.15.4","MQTT","70","","146","1883","37953","Publish Ack (id=146)"
"7129","172.742873002","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","147","37953","1883","Publish Message (id=147) [Deviceb'Device - 1']"
"7130","172.745623774","192.168.15.3","192.168.15.4","MQTT","70","","147","1883","37953","Publish Ack (id=147)"
"7136","173.747693526","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","148","37953","1883","Publish Message (id=148) [Deviceb'Device - 1']"
"7137","173.750436875","192.168.15.3","192.168.15.4","MQTT","70","","148","1883","37953","Publish Ack (id=148)"
"7143","174.752472375","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","149","37953","1883","Publish Message (id=149) [Deviceb'Device - 1']"
"7144","174.755052475","192.168.15.3","192.168.15.4","MQTT","70","","149","1883","37953","Publish Ack (id=149)"
"7153","175.757021536","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","150","37953","1883","Publish Message (id=150) [Deviceb'Device - 1']"
"7154","175.759771437","192.168.15.3","192.168.15.4","MQTT","70","","150","1883","37953","Publish Ack (id=150)"
"7163","176.762132820","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","151","37953","1883","Publish Message (id=151) [Deviceb'Device - 1']"
"7164","176.764809943","192.168.15.3","192.168.15.4","MQTT","70","","151","1883","37953","Publish Ack (id=151)"
"7177","177.767380554","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","152","37953","1883","Publish Message (id=152) [Deviceb'Device - 1']"
"7178","177.770031137","192.168.15.3","192.168.15.4","MQTT","70","","152","1883","37953","Publish Ack (id=152)"
"7188","178.772337083","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","153","37953","1883","Publish Message (id=153) [Deviceb'Device - 1']"
"7189","178.775052328","192.168.15.3","192.168.15.4","MQTT","70","","153","1883","37953","Publish Ack (id=153)"
"7197","179.776902646","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","154","37953","1883","Publish Message (id=154) [Deviceb'Device - 1']"
"7198","179.779481144","192.168.15.3","192.168.15.4","MQTT","70","","154","1883","37953","Publish Ack (id=154)"
"7208","180.781419332","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","155","37953","1883","Publish Message (id=155) [Deviceb'Device - 1']"
"7209","180.789072387","192.168.15.3","192.168.15.4","MQTT","70","","155","1883","37953","Publish Ack (id=155)"
"7211","181.790704882","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","156","37953","1883","Publish Message (id=156) [Deviceb'Device - 1']"
"7212","181.793384671","192.168.15.3","192.168.15.4","MQTT","70","","156","1883","37953","Publish Ack (id=156)"
"7223","182.795589600","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","157","37953","1883","Publish Message (id=157) [Deviceb'Device - 1']"
"7224","182.798679973","192.168.15.3","192.168.15.4","MQTT","70","","157","1883","37953","Publish Ack (id=157)"
"7230","183.800601189","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","158","37953","1883","Publish Message (id=158) [Deviceb'Device - 1']"
"7231","183.803389773","192.168.15.3","192.168.15.4","MQTT","70","","158","1883","37953","Publish Ack (id=158)"
"7239","184.805428185","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","159","37953","1883","Publish Message (id=159) [Deviceb'Device - 1']"
"7240","184.808223251","192.168.15.3","192.168.15.4","MQTT","70","","159","1883","37953","Publish Ack (id=159)"
"7249","185.810471554","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","160","37953","1883","Publish Message (id=160) [Deviceb'Device - 1']"
"7250","185.813187310","192.168.15.3","192.168.15.4","MQTT","70","","160","1883","37953","Publish Ack (id=160)"
"7256","186.815394849","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","161","37953","1883","Publish Message (id=161) [Deviceb'Device - 1']"
"7257","186.818101378","192.168.15.3","192.168.15.4","MQTT","70","","161","1883","37953","Publish Ack (id=161)"
"7269","187.820112129","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","162","37953","1883","Publish Message (id=162) [Deviceb'Device - 1']"
"7271","187.822785806","192.168.15.3","192.168.15.4","MQTT","70","","162","1883","37953","Publish Ack (id=162)"
"7275","188.824716740","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","163","37953","1883","Publish Message (id=163) [Deviceb'Device - 1']"
"7276","188.827437275","192.168.15.3","192.168.15.4","MQTT","70","","163","1883","37953","Publish Ack (id=163)"
"7310","189.829891562","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","164","37953","1883","Publish Message (id=164) [Deviceb'Device - 1']"
"7311","189.832664737","192.168.15.3","192.168.15.4","MQTT","70","","164","1883","37953","Publish Ack (id=164)"
"7317","190.834973532","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","165","37953","1883","Publish Message (id=165) [Deviceb'Device - 1']"
"7318","190.837679539","192.168.15.3","192.168.15.4","MQTT","70","","165","1883","37953","Publish Ack (id=165)"
"7324","191.839470252","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","166","37953","1883","Publish Message (id=166) [Deviceb'Device - 1']"
"7325","191.842305293","192.168.15.3","192.168.15.4","MQTT","70","","166","1883","37953","Publish Ack (id=166)"
"7334","192.843990589","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","167","37953","1883","Publish Message (id=167) [Deviceb'Device - 1']"
"7335","192.846554038","192.168.15.3","192.168.15.4","MQTT","70","","167","1883","37953","Publish Ack (id=167)"
"7341","193.848653489","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","168","37953","1883","Publish Message (id=168) [Deviceb'Device - 1']"
"7342","193.851222268","192.168.15.3","192.168.15.4","MQTT","70","","168","1883","37953","Publish Ack (id=168)"
"7344","194.853469333","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","169","37953","1883","Publish Message (id=169) [Deviceb'Device - 1']"
"7345","194.856125888","192.168.15.3","192.168.15.4","MQTT","70","","169","1883","37953","Publish Ack (id=169)"
"7352","195.857934470","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","170","37953","1883","Publish Message (id=170) [Deviceb'Device - 1']"
"7353","195.860544246","192.168.15.3","192.168.15.4","MQTT","70","","170","1883","37953","Publish Ack (id=170)"
"7445","196.862288840","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","171","37953","1883","Publish Message (id=171) [Deviceb'Device - 1']"
"7446","196.864948149","192.168.15.3","192.168.15.4","MQTT","70","","171","1883","37953","Publish Ack (id=171)"
"7553","197.867369063","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","172","37953","1883","Publish Message (id=172) [Deviceb'Device - 1']"
"7554","197.870074169","192.168.15.3","192.168.15.4","MQTT","70","","172","1883","37953","Publish Ack (id=172)"
"7571","198.872300500","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","173","37953","1883","Publish Message (id=173) [Deviceb'Device - 1']"
"7572","198.874912340","192.168.15.3","192.168.15.4","MQTT","70","","173","1883","37953","Publish Ack (id=173)"
"7580","199.876747777","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","174","37953","1883","Publish Message (id=174) [Deviceb'Device - 1']"
"7581","199.879379805","192.168.15.3","192.168.15.4","MQTT","70","","174","1883","37953","Publish Ack (id=174)"
"7587","200.881841200","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","175","37953","1883","Publish Message (id=175) [Deviceb'Device - 1']"
"7588","200.884551455","192.168.15.3","192.168.15.4","MQTT","70","","175","1883","37953","Publish Ack (id=175)"
"7594","201.887188616","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","176","37953","1883","Publish Message (id=176) [Deviceb'Device - 1']"
"7595","201.889833357","192.168.15.3","192.168.15.4","MQTT","70","","176","1883","37953","Publish Ack (id=176)"
"7618","202.892156590","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","177","37953","1883","Publish Message (id=177) [Deviceb'Device - 1']"
"7619","202.894833593","192.168.15.3","192.168.15.4","MQTT","70","","177","1883","37953","Publish Ack (id=177)"
"7650","203.897122452","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","178","37953","1883","Publish Message (id=178) [Deviceb'Device - 1']"
"7651","203.899721778","192.168.15.3","192.168.15.4","MQTT","70","","178","1883","37953","Publish Ack (id=178)"
"7657","204.902499796","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","179","37953","1883","Publish Message (id=179) [Deviceb'Device - 1']"
"7658","204.905180095","192.168.15.3","192.168.15.4","MQTT","70","","179","1883","37953","Publish Ack (id=179)"
"7661","205.907781453","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","180","37953","1883","Publish Message (id=180) [Deviceb'Device - 1']"
"7662","205.910854663","192.168.15.3","192.168.15.4","MQTT","70","","180","1883","37953","Publish Ack (id=180)"
"7668","206.912167755","192.168.15.4","192.168.15.3","MQTT","68","","","37953","1883","Ping Request"
"7669","206.914910122","192.168.15.3","192.168.15.4","MQTT","68","","","1883","37953","Ping Response"
"7670","206.914947352","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","181","37953","1883","Publish Message (id=181) [Deviceb'Device - 1']"
"7671","206.917886880","192.168.15.3","192.168.15.4","MQTT","70","","181","1883","37953","Publish Ack (id=181)"
"7680","207.920005706","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","182","37953","1883","Publish Message (id=182) [Deviceb'Device - 1']"
"7681","207.923175238","192.168.15.3","192.168.15.4","MQTT","70","","182","1883","37953","Publish Ack (id=182)"
"7687","208.925807709","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","183","37953","1883","Publish Message (id=183) [Deviceb'Device - 1']"
"7688","208.928774889","192.168.15.3","192.168.15.4","MQTT","70","","183","1883","37953","Publish Ack (id=183)"
"7700","209.930978883","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","184","37953","1883","Publish Message (id=184) [Deviceb'Device - 1']"
"7701","209.933678878","192.168.15.3","192.168.15.4","MQTT","70","","184","1883","37953","Publish Ack (id=184)"
"7722","210.936429860","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","185","37953","1883","Publish Message (id=185) [Deviceb'Device - 1']"
"7723","210.939181584","192.168.15.3","192.168.15.4","MQTT","70","","185","1883","37953","Publish Ack (id=185)"
"7729","211.941350651","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","186","37953","1883","Publish Message (id=186) [Deviceb'Device - 1']"
"7730","211.943946610","192.168.15.3","192.168.15.4","MQTT","70","","186","1883","37953","Publish Ack (id=186)"
"7776","212.945959809","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","187","37953","1883","Publish Message (id=187) [Deviceb'Device - 1']"
"7777","212.948540229","192.168.15.3","192.168.15.4","MQTT","70","","187","1883","37953","Publish Ack (id=187)"
"7783","213.950590300","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","188","37953","1883","Publish Message (id=188) [Deviceb'Device - 1']"
"7784","213.953736247","192.168.15.3","192.168.15.4","MQTT","70","","188","1883","37953","Publish Ack (id=188)"
"7800","214.956126214","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","189","37953","1883","Publish Message (id=189) [Deviceb'Device - 1']"
"7801","214.958680434","192.168.15.3","192.168.15.4","MQTT","70","","189","1883","37953","Publish Ack (id=189)"
"7806","215.961359550","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","190","37953","1883","Publish Message (id=190) [Deviceb'Device - 1']"
"7807","215.963913671","192.168.15.3","192.168.15.4","MQTT","70","","190","1883","37953","Publish Ack (id=190)"
"7832","216.966122857","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","191","37953","1883","Publish Message (id=191) [Deviceb'Device - 1']"
"7833","216.968767819","192.168.15.3","192.168.15.4","MQTT","70","","191","1883","37953","Publish Ack (id=191)"
"7851","217.970933478","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","192","37953","1883","Publish Message (id=192) [Deviceb'Device - 1']"
"7852","217.973840945","192.168.15.3","192.168.15.4","MQTT","70","","192","1883","37953","Publish Ack (id=192)"
"7863","218.976308086","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","193","37953","1883","Publish Message (id=193) [Deviceb'Device - 1']"
"7864","218.979340148","192.168.15.3","192.168.15.4","MQTT","70","","193","1883","37953","Publish Ack (id=193)"
"7870","219.981763804","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","194","37953","1883","Publish Message (id=194) [Deviceb'Device - 1']"
"7871","219.984391222","192.168.15.3","192.168.15.4","MQTT","70","","194","1883","37953","Publish Ack (id=194)"
"7877","220.986393527","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","195","37953","1883","Publish Message (id=195) [Deviceb'Device - 1']"
"7878","220.989070990","192.168.15.3","192.168.15.4","MQTT","70","","195","1883","37953","Publish Ack (id=195)"
"7883","221.991628476","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","196","37953","1883","Publish Message (id=196) [Deviceb'Device - 1']"
"7884","221.994308904","192.168.15.3","192.168.15.4","MQTT","70","","196","1883","37953","Publish Ack (id=196)"
"7889","222.996524639","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","197","37953","1883","Publish Message (id=197) [Deviceb'Device - 1']"
"7890","222.999128123","192.168.15.3","192.168.15.4","MQTT","70","","197","1883","37953","Publish Ack (id=197)"
"7899","224.001602491","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","198","37953","1883","Publish Message (id=198) [Deviceb'Device - 1']"
"7900","224.004322644","192.168.15.3","192.168.15.4","MQTT","70","","198","1883","37953","Publish Ack (id=198)"
"7910","225.006664507","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","199","37953","1883","Publish Message (id=199) [Deviceb'Device - 1']"
"7911","225.009404839","192.168.15.3","192.168.15.4","MQTT","70","","199","1883","37953","Publish Ack (id=199)"
"7915","226.011983905","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","200","37953","1883","Publish Message (id=200) [Deviceb'Device - 1']"
"7916","226.014670886","192.168.15.3","192.168.15.4","MQTT","70","","200","1883","37953","Publish Ack (id=200)"
"7926","227.017372906","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","201","37953","1883","Publish Message (id=201) [Deviceb'Device - 1']"
"7927","227.020096767","192.168.15.3","192.168.15.4","MQTT","70","","201","1883","37953","Publish Ack (id=201)"
"7936","228.022611669","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","202","37953","1883","Publish Message (id=202) [Deviceb'Device - 1']"
"7937","228.025328166","192.168.15.3","192.168.15.4","MQTT","70","","202","1883","37953","Publish Ack (id=202)"
"7943","229.028308880","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","203","37953","1883","Publish Message (id=203) [Deviceb'Device - 1']"
"7944","229.031062127","192.168.15.3","192.168.15.4","MQTT","70","","203","1883","37953","Publish Ack (id=203)"
"7950","230.033562632","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","204","37953","1883","Publish Message (id=204) [Deviceb'Device - 1']"
"7951","230.036296482","192.168.15.3","192.168.15.4","MQTT","70","","204","1883","37953","Publish Ack (id=204)"
"7957","231.038971250","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","205","37953","1883","Publish Message (id=205) [Deviceb'Device - 1']"
