"No.","Time","Source","Destination","Protocol","Length","Topic","Message Identifier","Source Port","Destination Port","Info"
"4036","55.172748245","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","30","37953","1883","Publish Message (id=30) [Deviceb'Device - 1']"
"4037","55.175386628","192.168.15.3","192.168.15.4","MQTT","70","","30","1883","37953","Publish Ack (id=30)"
"4043","56.177873634","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","31","37953","1883","Publish Message (id=31) [Deviceb'Device - 1']"
"4044","56.180571489","192.168.15.3","192.168.15.4","MQTT","70","","31","1883","37953","Publish Ack (id=31)"
"4053","57.182628349","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","32","37953","1883","Publish Message (id=32) [Deviceb'Device - 1']"
"4054","57.185377792","192.168.15.3","192.168.15.4","MQTT","70","","32","1883","37953","Publish Ack (id=32)"
"4061","58.187342058","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","33","37953","1883","Publish Message (id=33) [Deviceb'Device - 1']"
"4062","58.190004977","192.168.15.3","192.168.15.4","MQTT","70","","33","1883","37953","Publish Ack (id=33)"
"4188","59.191848886","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","34","37953","1883","Publish Message (id=34) [Deviceb'Device - 1']"
"4189","59.194565026","192.168.15.3","192.168.15.4","MQTT","70","","34","1883","37953","Publish Ack (id=34)"
"4195","60.196776290","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","35","37953","1883","Publish Message (id=35) [Deviceb'Device - 1']"
"4196","60.199400365","192.168.15.3","192.168.15.4","MQTT","70","","35","1883","37953","Publish Ack (id=35)"
"4208","61.200962872","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","36","37953","1883","Publish Message (id=36) [Deviceb'Device - 1']"
"4209","61.203578091","192.168.15.3","192.168.15.4","MQTT","70","","36","1883","37953","Publish Ack (id=36)"
"4218","62.204742576","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","37","37953","1883","Publish Message (id=37) [Deviceb'Device - 1']"
"4219","62.207433638","192.168.15.3","192.168.15.4","MQTT","70","","37","1883","37953","Publish Ack (id=37)"
"4225","63.208718982","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","38","37953","1883","Publish Message (id=38) [Deviceb'Device - 1']"
"4226","63.211398803","192.168.15.3","192.168.15.4","MQTT","70","","38","1883","37953","Publish Ack (id=38)"
"4232","64.213312582","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","39","37953","1883","Publish Message (id=39) [Deviceb'Device - 1']"
"4233","64.216010397","192.168.15.3","192.168.15.4","MQTT","70","","39","1883","37953","Publish Ack (id=39)"
"4240","65.217295510","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","40","37953","1883","Publish Message (id=40) [Deviceb'Device - 1']"
"4241","65.219997143","192.168.15.3","192.168.15.4","MQTT","70","","40","1883","37953","Publish Ack (id=40)"
"4247","66.222101545","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","41","37953","1883","Publish Message (id=41) [Deviceb'Device - 1']"
"4248","66.224640089","192.168.15.3","192.168.15.4","MQTT","70","","41","1883","37953","Publish Ack (id=41)"
"4262","67.225836057","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","42","37953","1883","Publish Message (id=42) [Deviceb'Device - 1']"
"4263","67.228479189","192.168.15.3","192.168.15.4","MQTT","70","","42","1883","37953","Publish Ack (id=42)"
"4271","68.230326705","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","43","37953","1883","Publish Message (id=43) [Deviceb'Device - 1']"
"4272","68.233000013","192.168.15.3","192.168.15.4","MQTT","70","","43","1883","37953","Publish Ack (id=43)"
"4285","69.235498638","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","44","37953","1883","Publish Message (id=44) [Deviceb'Device - 1']"
"4286","69.238234946","192.168.15.3","192.168.15.4","MQTT","70","","44","1883","37953","Publish Ack (id=44)"
"4303","70.240758750","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","45","37953","1883","Publish Message (id=45) [Deviceb'Device - 1']"
"4304","70.243541815","192.168.15.3","192.168.15.4","MQTT","70","","45","1883","37953","Publish Ack (id=45)"
"4310","71.245614917","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","46","37953","1883","Publish Message (id=46) [Deviceb'Device - 1']"
"4311","71.248388945","192.168.15.3","192.168.15.4","MQTT","70","","46","1883","37953","Publish Ack (id=46)"
"4320","72.250445143","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","47","37953","1883","Publish Message (id=47) [Deviceb'Device - 1']"
"4321","72.252921179","192.168.15.3","192.168.15.4","MQTT","70","","47","1883","37953","Publish Ack (id=47)"
"4329","73.254910985","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","48","37953","1883","Publish Message (id=48) [Deviceb'Device - 1']"
"4330","73.258695832","192.168.15.3","192.168.15.4","MQTT","70","","48","1883","37953","Publish Ack (id=48)"
"4333","74.261134364","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","49","37953","1883","Publish Message (id=49) [Deviceb'Device - 1']"
"4334","74.263681163","192.168.15.3","192.168.15.4","MQTT","70","","49","1883","37953","Publish Ack (id=49)"
"4451","75.265813697","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","50","37953","1883","Publish Message (id=50) [Deviceb'Device - 1']"
"4452","75.268586513","192.168.15.3","192.168.15.4","MQTT","70","","50","1883","37953","Publish Ack (id=50)"
"4461","76.270712765","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","51","37953","1883","Publish Message (id=51) [Deviceb'Device - 1']"
"4462","76.273360315","192.168.15.3","192.168.15.4","MQTT","70","","51","1883","37953","Publish Ack (id=51)"
"4471","77.276338947","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","52","37953","1883","Publish Message (id=52) [Deviceb'Device - 1']"
"4472","77.279022965","192.168.15.3","192.168.15.4","MQTT","70","","52","1883","37953","Publish Ack (id=52)"
"4478","78.280860432","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","53","37953","1883","Publish Message (id=53) [Deviceb'Device - 1']"
"4479","78.283474919","192.168.15.3","192.168.15.4","MQTT","70","","53","1883","37953","Publish Ack (id=53)"
"4575","79.285675614","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","54","37953","1883","Publish Message (id=54) [Deviceb'Device - 1']"
"4576","79.288315799","192.168.15.3","192.168.15.4","MQTT","70","","54","1883","37953","Publish Ack (id=54)"
"4626","80.290853701","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","55","37953","1883","Publish Message (id=55) [Deviceb'Device - 1']"
"4627","80.293401202","192.168.15.3","192.168.15.4","MQTT","70","","55","1883","37953","Publish Ack (id=55)"
"4633","81.295878409","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","56","37953","1883","Publish Message (id=56) [Deviceb'Device - 1']"
"4634","81.298489971","192.168.15.3","192.168.15.4","MQTT","70","","56","1883","37953","Publish Ack (id=56)"
"4650","82.300869915","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","57","37953","1883","Publish Message (id=57) [Deviceb'Device - 1']"
"4651","82.303533946","192.168.15.3","192.168.15.4","MQTT","70","","57","1883","37953","Publish Ack (id=57)"
"4657","83.306212146","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","58","37953","1883","Publish Message (id=58) [Deviceb'Device - 1']"
"4658","83.308816144","192.168.15.3","192.168.15.4","MQTT","70","","58","1883","37953","Publish Ack (id=58)"
"4695","84.311155834","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","59","37953","1883","Publish Message (id=59) [Deviceb'Device - 1']"
"4696","84.313836486","192.168.15.3","192.168.15.4","MQTT","70","","59","1883","37953","Publish Ack (id=59)"
"4735","85.315933118","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","60","37953","1883","Publish Message (id=60) [Deviceb'Device - 1']"
"4736","85.318655949","192.168.15.3","192.168.15.4","MQTT","70","","60","1883","37953","Publish Ack (id=60)"
"4808","86.320201264","192.168.15.4","192.168.15.3","MQTT","68","","","37953","1883","Ping Request"
"4809","86.322925818","192.168.15.3","192.168.15.4","MQTT","68","","","1883","37953","Ping Response"
"4810","86.322940736","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","61","37953","1883","Publish Message (id=61) [Deviceb'Device - 1']"
"4811","86.325572255","192.168.15.3","192.168.15.4","MQTT","70","","61","1883","37953","Publish Ack (id=61)"
"4828","87.328217365","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","62","37953","1883","Publish Message (id=62) [Deviceb'Device - 1']"
"4829","87.330780585","192.168.15.3","192.168.15.4","MQTT","70","","62","1883","37953","Publish Ack (id=62)"
"4836","88.333205521","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","63","37953","1883","Publish Message (id=63) [Deviceb'Device - 1']"
"4838","88.335772047","192.168.15.3","192.168.15.4","MQTT","70","","63","1883","37953","Publish Ack (id=63)"
"4842","89.337867389","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","64","37953","1883","Publish Message (id=64) [Deviceb'Device - 1']"
"4844","89.340431902","192.168.15.3","192.168.15.4","MQTT","70","","64","1883","37953","Publish Ack (id=64)"
"4879","90.341875876","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","65","37953","1883","Publish Message (id=65) [Deviceb'Device - 1']"
"4880","90.344494100","192.168.15.3","192.168.15.4","MQTT","70","","65","1883","37953","Publish Ack (id=65)"
"4886","91.347531213","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","66","37953","1883","Publish Message (id=66) [Deviceb'Device - 1']"
"4887","91.350172280","192.168.15.3","192.168.15.4","MQTT","70","","66","1883","37953","Publish Ack (id=66)"
"4929","92.352673783","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","67","37953","1883","Publish Message (id=67) [Deviceb'Device - 1']"
"4930","92.355207657","192.168.15.3","192.168.15.4","MQTT","70","","67","1883","37953","Publish Ack (id=67)"
"4940","93.356986627","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","68","37953","1883","Publish Message (id=68) [Deviceb'Device - 1']"
"4941","93.359690051","192.168.15.3","192.168.15.4","MQTT","70","","68","1883","37953","Publish Ack (id=68)"
"4951","94.361826899","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","69","37953","1883","Publish Message (id=69) [Deviceb'Device - 1']"
"4952","94.364477063","192.168.15.3","192.168.15.4","MQTT","70","","69","1883","37953","Publish Ack (id=69)"
"4963","95.367276861","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","70","37953","1883","Publish Message (id=70) [Deviceb'Device - 1']"
"4964","95.370041471","192.168.15.3","192.168.15.4","MQTT","70","","70","1883","37953","Publish Ack (id=70)"
"5317","96.372382003","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","71","37953","1883","Publish Message (id=71) [Deviceb'Device - 1']"
"5318","96.375058397","192.168.15.3","192.168.15.4","MQTT","70","","71","1883","37953","Publish Ack (id=71)"
"5332","97.377053600","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","72","37953","1883","Publish Message (id=72) [Deviceb'Device - 1']"
"5333","97.379623282","192.168.15.3","192.168.15.4","MQTT","70","","72","1883","37953","Publish Ack (id=72)"
"5338","98.382270546","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","73","37953","1883","Publish Message (id=73) [Deviceb'Device - 1']"
"5339","98.384935928","192.168.15.3","192.168.15.4","MQTT","70","","73","1883","37953","Publish Ack (id=73)"
"5355","99.387011536","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","74","37953","1883","Publish Message (id=74) [Deviceb'Device - 1']"
"5356","99.389565518","192.168.15.3","192.168.15.4","MQTT","70","","74","1883","37953","Publish Ack (id=74)"
"5364","100.392020972","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","75","37953","1883","Publish Message (id=75) [Deviceb'Device - 1']"
"5365","100.394707465","192.168.15.3","192.168.15.4","MQTT","70","","75","1883","37953","Publish Ack (id=75)"
"5371","101.396721246","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","76","37953","1883","Publish Message (id=76) [Deviceb'Device - 1']"
"5372","101.399307779","192.168.15.3","192.168.15.4","MQTT","70","","76","1883","37953","Publish Ack (id=76)"
"5381","102.402032125","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","77","37953","1883","Publish Message (id=77) [Deviceb'Device - 1']"
"5382","102.404744216","192.168.15.3","192.168.15.4","MQTT","70","","77","1883","37953","Publish Ack (id=77)"
"5386","103.407491416","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","78","37953","1883","Publish Message (id=78) [Deviceb'Device - 1']"
"5387","103.410238162","192.168.15.3","192.168.15.4","MQTT","70","","78","1883","37953","Publish Ack (id=78)"
"5400","104.412823289","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","79","37953","1883","Publish Message (id=79) [Deviceb'Device - 1']"
"5401","104.415544608","192.168.15.3","192.168.15.4","MQTT","70","","79","1883","37953","Publish Ack (id=79)"
"5410","105.417722414","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","80","37953","1883","Publish Message (id=80) [Deviceb'Device - 1']"
"5411","105.421114699","192.168.15.3","192.168.15.4","MQTT","70","","80","1883","37953","Publish Ack (id=80)"
"5429","106.423879226","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","81","37953","1883","Publish Message (id=81) [Deviceb'Device - 1']"
"5430","106.426555870","192.168.15.3","192.168.15.4","MQTT","70","","81","1883","37953","Publish Ack (id=81)"
"5445","107.428946726","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","82","37953","1883","Publish Message (id=82) [Deviceb'Device - 1']"
"5446","107.431608120","192.168.15.3","192.168.15.4","MQTT","70","","82","1883","37953","Publish Ack (id=82)"
"5452","108.433643354","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","83","37953","1883","Publish Message (id=83) [Deviceb'Device - 1']"
"5453","108.436327763","192.168.15.3","192.168.15.4","MQTT","70","","83","1883","37953","Publish Ack (id=83)"
"5474","109.438555079","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","84","37953","1883","Publish Message (id=84) [Deviceb'Device - 1']"
"5475","109.441072572","192.168.15.3","192.168.15.4","MQTT","70","","84","1883","37953","Publish Ack (id=84)"
"5483","110.443689589","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","85","37953","1883","Publish Message (id=85) [Deviceb'Device - 1']"
"5484","110.446338701","192.168.15.3","192.168.15.4","MQTT","70","","85","1883","37953","Publish Ack (id=85)"
"5492","111.447939069","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","86","37953","1883","Publish Message (id=86) [Deviceb'Device - 1']"
"5493","111.450647973","192.168.15.3","192.168.15.4","MQTT","70","","86","1883","37953","Publish Ack (id=86)"
"5504","112.452370612","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","87","37953","1883","Publish Message (id=87) [Deviceb'Device - 1']"
"5505","112.455043709","192.168.15.3","192.168.15.4","MQTT","70","","87","1883","37953","Publish Ack (id=87)"
"5511","113.456892366","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","88","37953","1883","Publish Message (id=88) [Deviceb'Device - 1']"
"5512","113.459456497","192.168.15.3","192.168.15.4","MQTT","70","","88","1883","37953","Publish Ack (id=88)"
"5519","114.461212893","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","89","37953","1883","Publish Message (id=89) [Deviceb'Device - 1']"
"5520","114.463743561","192.168.15.3","192.168.15.4","MQTT","70","","89","1883","37953","Publish Ack (id=89)"
"5528","115.465729303","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","90","37953","1883","Publish Message (id=90) [Deviceb'Device - 1']"
"5529","115.468448617","192.168.15.3","192.168.15.4","MQTT","70","","90","1883","37953","Publish Ack (id=90)"
"5536","116.470876057","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","91","37953","1883","Publish Message (id=91) [Deviceb'Device - 1']"
"5537","116.473520780","192.168.15.3","192.168.15.4","MQTT","70","","91","1883","37953","Publish Ack (id=91)"
"5546","117.475277691","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","92","37953","1883","Publish Message (id=92) [Deviceb'Device - 1']"
"5547","117.477939156","192.168.15.3","192.168.15.4","MQTT","70","","92","1883","37953","Publish Ack (id=92)"
"5553","118.480490892","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","93","37953","1883","Publish Message (id=93) [Deviceb'Device - 1']"
"5554","118.483202061","192.168.15.3","192.168.15.4","MQTT","70","","93","1883","37953","Publish Ack (id=93)"
"5560","119.485023953","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","94","37953","1883","Publish Message (id=94) [Deviceb'Device - 1']"
"5561","119.487676230","192.168.15.3","192.168.15.4","MQTT","70","","94","1883","37953","Publish Ack (id=94)"
"5567","120.490201739","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","95","37953","1883","Publish Message (id=95) [Deviceb'Device - 1']"
"5568","120.492854898","192.168.15.3","192.168.15.4","MQTT","70","","95","1883","37953","Publish Ack (id=95)"
"5574","121.494580439","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","96","37953","1883","Publish Message (id=96) [Deviceb'Device - 1']"
"5575","121.497078786","192.168.15.3","192.168.15.4","MQTT","70","","96","1883","37953","Publish Ack (id=96)"
"5581","122.498902135","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","97","37953","1883","Publish Message (id=97) [Deviceb'Device - 1']"
"5582","122.501614276","192.168.15.3","192.168.15.4","MQTT","70","","97","1883","37953","Publish Ack (id=97)"
"5604","123.504027739","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","98","37953","1883","Publish Message (id=98) [Deviceb'Device - 1']"
"5605","123.506602881","192.168.15.3","192.168.15.4","MQTT","70","","98","1883","37953","Publish Ack (id=98)"
"5621","124.509135079","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","99","37953","1883","Publish Message (id=99) [Deviceb'Device - 1']"
"5622","124.511636652","192.168.15.3","192.168.15.4","MQTT","70","","99","1883","37953","Publish Ack (id=99)"
"5634","125.513778988","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","100","37953","1883","Publish Message (id=100) [Deviceb'Device - 1']"
"5635","125.516314535","192.168.15.3","192.168.15.4","MQTT","70","","100","1883","37953","Publish Ack (id=100)"
"5640","126.518069187","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","101","37953","1883","Publish Message (id=101) [Deviceb'Device - 1']"
"5641","126.520808840","192.168.15.3","192.168.15.4","MQTT","70","","101","1883","37953","Publish Ack (id=101)"
"5653","127.522783550","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","102","37953","1883","Publish Message (id=102) [Deviceb'Device - 1']"
"5654","127.526238242","192.168.15.3","192.168.15.4","MQTT","70","","102","1883","37953","Publish Ack (id=102)"
