Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
MQTT,Device - 1,602,0,3,3.006644518272425,2,11,246.0,0.9966255474005976,0.0,3,3,3,3,3,4,5,5,11,11,11
,Aggregated,602,0,3,3.006644518272425,2,11,246.0,0.9966255474005976,0.0,3,3,3,3,3,4,5,5,11,11,11
