"No.","Time","Source","Destination","Protocol","Length","Topic","Message Identifier","Source Port","Destination Port","Info"
"16067","1089.075957392","192.168.15.3","192.168.15.4","MQTT","70","","10","1883","59275","Publish Ack (id=10)"
"16080","1090.078328970","192.168.15.4","192.168.15.3","MQTT","338","Deviceb'Device - 1'","11","59275","1883","Publish Message (id=11) [Deviceb'Device - 1']"
"16081","1090.081140728","192.168.15.3","192.168.15.4","MQTT","70","","11","1883","59275","Publish Ack (id=11)"
"16098","1091.083823438","192.168.15.4","192.168.15.3","MQTT","338","Deviceb'Device - 1'","12","59275","1883","Publish Message (id=12) [Deviceb'Device - 1']"
"16099","1091.086651176","192.168.15.3","192.168.15.4","MQTT","70","","12","1883","59275","Publish Ack (id=12)"
"16128","1092.089334377","192.168.15.4","192.168.15.3","MQTT","338","Deviceb'Device - 1'","13","59275","1883","Publish Message (id=13) [Deviceb'Device - 1']"
"16129","1092.092106670","192.168.15.3","192.168.15.4","MQTT","70","","13","1883","59275","Publish Ack (id=13)"
"16142","1093.094213673","192.168.15.4","192.168.15.3","MQTT","338","Deviceb'Device - 1'","14","59275","1883","Publish Message (id=14) [Deviceb'Device - 1']"
"16143","1093.096906635","192.168.15.3","192.168.15.4","MQTT","70","","14","1883","59275","Publish Ack (id=14)"
"16149","1094.098606141","192.168.15.4","192.168.15.3","MQTT","338","Deviceb'Device - 1'","15","59275","1883","Publish Message (id=15) [Deviceb'Device - 1']"
"16150","1094.109392982","192.168.15.3","192.168.15.4","MQTT","70","","15","1883","59275","Publish Ack (id=15)"
"16156","1095.111404109","192.168.15.4","192.168.15.3","MQTT","338","Deviceb'Device - 1'","16","59275","1883","Publish Message (id=16) [Deviceb'Device - 1']"
"16157","1095.115088037","192.168.15.3","192.168.15.4","MQTT","70","","16","1883","59275","Publish Ack (id=16)"
"16170","1096.116908996","192.168.15.4","192.168.15.3","MQTT","338","Deviceb'Device - 1'","17","59275","1883","Publish Message (id=17) [Deviceb'Device - 1']"
"16171","1096.119717227","192.168.15.3","192.168.15.4","MQTT","70","","17","1883","59275","Publish Ack (id=17)"
"16177","1097.122654941","192.168.15.4","192.168.15.3","MQTT","338","Deviceb'Device - 1'","18","59275","1883","Publish Message (id=18) [Deviceb'Device - 1']"
"16178","1097.125337123","192.168.15.3","192.168.15.4","MQTT","70","","18","1883","59275","Publish Ack (id=18)"
"16188","1098.127224282","192.168.15.4","192.168.15.3","MQTT","338","Deviceb'Device - 1'","19","59275","1883","Publish Message (id=19) [Deviceb'Device - 1']"
"16189","1098.129985815","192.168.15.3","192.168.15.4","MQTT","70","","19","1883","59275","Publish Ack (id=19)"
"16197","1099.131724377","192.168.15.4","192.168.15.3","MQTT","338","Deviceb'Device - 1'","20","59275","1883","Publish Message (id=20) [Deviceb'Device - 1']"
"16198","1099.134429953","192.168.15.3","192.168.15.4","MQTT","70","","20","1883","59275","Publish Ack (id=20)"
"16204","1100.136644196","192.168.15.4","192.168.15.3","MQTT","338","Deviceb'Device - 1'","21","59275","1883","Publish Message (id=21) [Deviceb'Device - 1']"
"16205","1100.139309206","192.168.15.3","192.168.15.4","MQTT","70","","21","1883","59275","Publish Ack (id=21)"
"16207","1101.141326758","192.168.15.4","192.168.15.3","MQTT","338","Deviceb'Device - 1'","22","59275","1883","Publish Message (id=22) [Deviceb'Device - 1']"
"16208","1101.143924070","192.168.15.3","192.168.15.4","MQTT","70","","22","1883","59275","Publish Ack (id=22)"
"16214","1102.145550595","192.168.15.4","192.168.15.3","MQTT","338","Deviceb'Device - 1'","23","59275","1883","Publish Message (id=23) [Deviceb'Device - 1']"
"16215","1102.148195647","192.168.15.3","192.168.15.4","MQTT","70","","23","1883","59275","Publish Ack (id=23)"
"16224","1103.150578465","192.168.15.4","192.168.15.3","MQTT","338","Deviceb'Device - 1'","24","59275","1883","Publish Message (id=24) [Deviceb'Device - 1']"
"16225","1103.153314830","192.168.15.3","192.168.15.4","MQTT","70","","24","1883","59275","Publish Ack (id=24)"
"16257","1104.155397122","192.168.15.4","192.168.15.3","MQTT","338","Deviceb'Device - 1'","25","59275","1883","Publish Message (id=25) [Deviceb'Device - 1']"
"16258","1104.158156070","192.168.15.3","192.168.15.4","MQTT","70","","25","1883","59275","Publish Ack (id=25)"
"16265","1105.160700728","192.168.15.4","192.168.15.3","MQTT","338","Deviceb'Device - 1'","26","59275","1883","Publish Message (id=26) [Deviceb'Device - 1']"
"16266","1105.163340791","192.168.15.3","192.168.15.4","MQTT","70","","26","1883","59275","Publish Ack (id=26)"
"16270","1106.164766263","192.168.15.4","192.168.15.3","MQTT","338","Deviceb'Device - 1'","27","59275","1883","Publish Message (id=27) [Deviceb'Device - 1']"
"16271","1106.167476238","192.168.15.3","192.168.15.4","MQTT","70","","27","1883","59275","Publish Ack (id=27)"
"16277","1107.169349362","192.168.15.4","192.168.15.3","MQTT","338","Deviceb'Device - 1'","28","59275","1883","Publish Message (id=28) [Deviceb'Device - 1']"
"16278","1107.172153135","192.168.15.3","192.168.15.4","MQTT","70","","28","1883","59275","Publish Ack (id=28)"
"16290","1108.174839498","192.168.15.4","192.168.15.3","MQTT","338","Deviceb'Device - 1'","29","59275","1883","Publish Message (id=29) [Deviceb'Device - 1']"
"16291","1108.177522983","192.168.15.3","192.168.15.4","MQTT","70","","29","1883","59275","Publish Ack (id=29)"
"16299","1109.179638269","192.168.15.4","192.168.15.3","MQTT","338","Deviceb'Device - 1'","30","59275","1883","Publish Message (id=30) [Deviceb'Device - 1']"
"16300","1109.182405572","192.168.15.3","192.168.15.4","MQTT","70","","30","1883","59275","Publish Ack (id=30)"
"16306","1110.185083544","192.168.15.4","192.168.15.3","MQTT","338","Deviceb'Device - 1'","31","59275","1883","Publish Message (id=31) [Deviceb'Device - 1']"
"16307","1110.187813888","192.168.15.3","192.168.15.4","MQTT","70","","31","1883","59275","Publish Ack (id=31)"
"16335","1111.190532079","192.168.15.4","192.168.15.3","MQTT","338","Deviceb'Device - 1'","32","59275","1883","Publish Message (id=32) [Deviceb'Device - 1']"
"16336","1111.193340480","192.168.15.3","192.168.15.4","MQTT","70","","32","1883","59275","Publish Ack (id=32)"
"16342","1112.195774034","192.168.15.4","192.168.15.3","MQTT","338","Deviceb'Device - 1'","33","59275","1883","Publish Message (id=33) [Deviceb'Device - 1']"
"16343","1112.198643260","192.168.15.3","192.168.15.4","MQTT","70","","33","1883","59275","Publish Ack (id=33)"
"16352","1113.201180884","192.168.15.4","192.168.15.3","MQTT","338","Deviceb'Device - 1'","34","59275","1883","Publish Message (id=34) [Deviceb'Device - 1']"
"16353","1113.203795238","192.168.15.3","192.168.15.4","MQTT","70","","34","1883","59275","Publish Ack (id=34)"
"16361","1114.206443533","192.168.15.4","192.168.15.3","MQTT","338","Deviceb'Device - 1'","35","59275","1883","Publish Message (id=35) [Deviceb'Device - 1']"
"16362","1114.209074449","192.168.15.3","192.168.15.4","MQTT","70","","35","1883","59275","Publish Ack (id=35)"
"16368","1115.211140756","192.168.15.4","192.168.15.3","MQTT","338","Deviceb'Device - 1'","36","59275","1883","Publish Message (id=36) [Deviceb'Device - 1']"
"16369","1115.213973844","192.168.15.3","192.168.15.4","MQTT","70","","36","1883","59275","Publish Ack (id=36)"
"16375","1116.215446683","192.168.15.4","192.168.15.3","MQTT","338","Deviceb'Device - 1'","37","59275","1883","Publish Message (id=37) [Deviceb'Device - 1']"
"16376","1116.218144004","192.168.15.3","192.168.15.4","MQTT","70","","37","1883","59275","Publish Ack (id=37)"
"16412","1117.220770296","192.168.15.4","192.168.15.3","MQTT","338","Deviceb'Device - 1'","38","59275","1883","Publish Message (id=38) [Deviceb'Device - 1']"
"16413","1117.223422491","192.168.15.3","192.168.15.4","MQTT","70","","38","1883","59275","Publish Ack (id=38)"
"16423","1118.224875757","192.168.15.4","192.168.15.3","MQTT","338","Deviceb'Device - 1'","39","59275","1883","Publish Message (id=39) [Deviceb'Device - 1']"
"16424","1118.227721549","192.168.15.3","192.168.15.4","MQTT","70","","39","1883","59275","Publish Ack (id=39)"
"16430","1119.229115246","192.168.15.4","192.168.15.3","MQTT","338","Deviceb'Device - 1'","40","59275","1883","Publish Message (id=40) [Deviceb'Device - 1']"
"16431","1119.231770718","192.168.15.3","192.168.15.4","MQTT","70","","40","1883","59275","Publish Ack (id=40)"
"16433","1120.234337104","192.168.15.4","192.168.15.3","MQTT","338","Deviceb'Device - 1'","41","59275","1883","Publish Message (id=41) [Deviceb'Device - 1']"
"16434","1120.236959864","192.168.15.3","192.168.15.4","MQTT","70","","41","1883","59275","Publish Ack (id=41)"
"16440","1121.238651488","192.168.15.4","192.168.15.3","MQTT","338","Deviceb'Device - 1'","42","59275","1883","Publish Message (id=42) [Deviceb'Device - 1']"
"16441","1121.241427077","192.168.15.3","192.168.15.4","MQTT","70","","42","1883","59275","Publish Ack (id=42)"
"16447","1122.242985352","192.168.15.4","192.168.15.3","MQTT","338","Deviceb'Device - 1'","43","59275","1883","Publish Message (id=43) [Deviceb'Device - 1']"
"16448","1122.245770679","192.168.15.3","192.168.15.4","MQTT","70","","43","1883","59275","Publish Ack (id=43)"
"16457","1123.247311594","192.168.15.4","192.168.15.3","MQTT","338","Deviceb'Device - 1'","44","59275","1883","Publish Message (id=44) [Deviceb'Device - 1']"
"16458","1123.249938341","192.168.15.3","192.168.15.4","MQTT","70","","44","1883","59275","Publish Ack (id=44)"
"16470","1124.252395390","192.168.15.4","192.168.15.3","MQTT","338","Deviceb'Device - 1'","45","59275","1883","Publish Message (id=45) [Deviceb'Device - 1']"
"16471","1124.254983705","192.168.15.3","192.168.15.4","MQTT","70","","45","1883","59275","Publish Ack (id=45)"
"16479","1125.257170918","192.168.15.4","192.168.15.3","MQTT","338","Deviceb'Device - 1'","46","59275","1883","Publish Message (id=46) [Deviceb'Device - 1']"
"16480","1125.260362513","192.168.15.3","192.168.15.4","MQTT","70","","46","1883","59275","Publish Ack (id=46)"
"16484","1126.263256705","192.168.15.4","192.168.15.3","MQTT","338","Deviceb'Device - 1'","47","59275","1883","Publish Message (id=47) [Deviceb'Device - 1']"
"16485","1126.266049727","192.168.15.3","192.168.15.4","MQTT","70","","47","1883","59275","Publish Ack (id=47)"
"16489","1127.268231494","192.168.15.4","192.168.15.3","MQTT","338","Deviceb'Device - 1'","48","59275","1883","Publish Message (id=48) [Deviceb'Device - 1']"
"16490","1127.271685776","192.168.15.3","192.168.15.4","MQTT","70","","48","1883","59275","Publish Ack (id=48)"
"16504","1128.273900739","192.168.15.4","192.168.15.3","MQTT","338","Deviceb'Device - 1'","49","59275","1883","Publish Message (id=49) [Deviceb'Device - 1']"
"16505","1128.276622506","192.168.15.3","192.168.15.4","MQTT","70","","49","1883","59275","Publish Ack (id=49)"
"16511","1129.278846718","192.168.15.4","192.168.15.3","MQTT","338","Deviceb'Device - 1'","50","59275","1883","Publish Message (id=50) [Deviceb'Device - 1']"
"16512","1129.281449701","192.168.15.3","192.168.15.4","MQTT","70","","50","1883","59275","Publish Ack (id=50)"
"16520","1130.284049256","192.168.15.4","192.168.15.3","MQTT","338","Deviceb'Device - 1'","51","59275","1883","Publish Message (id=51) [Deviceb'Device - 1']"
"16521","1130.286694317","192.168.15.3","192.168.15.4","MQTT","70","","51","1883","59275","Publish Ack (id=51)"
"16527","1131.289357926","192.168.15.4","192.168.15.3","MQTT","338","Deviceb'Device - 1'","52","59275","1883","Publish Message (id=52) [Deviceb'Device - 1']"
"16528","1131.292000904","192.168.15.3","192.168.15.4","MQTT","70","","52","1883","59275","Publish Ack (id=52)"
"16537","1132.294667171","192.168.15.4","192.168.15.3","MQTT","338","Deviceb'Device - 1'","53","59275","1883","Publish Message (id=53) [Deviceb'Device - 1']"
"16538","1132.299777745","192.168.15.3","192.168.15.4","MQTT","70","","53","1883","59275","Publish Ack (id=53)"
"16547","1133.301564361","192.168.15.4","192.168.15.3","MQTT","338","Deviceb'Device - 1'","54","59275","1883","Publish Message (id=54) [Deviceb'Device - 1']"
"16548","1133.304351592","192.168.15.3","192.168.15.4","MQTT","70","","54","1883","59275","Publish Ack (id=54)"
"16554","1134.305627576","192.168.15.4","192.168.15.3","MQTT","338","Deviceb'Device - 1'","55","59275","1883","Publish Message (id=55) [Deviceb'Device - 1']"
"16555","1134.308295250","192.168.15.3","192.168.15.4","MQTT","70","","55","1883","59275","Publish Ack (id=55)"
"16557","1135.310466670","192.168.15.4","192.168.15.3","MQTT","338","Deviceb'Device - 1'","56","59275","1883","Publish Message (id=56) [Deviceb'Device - 1']"
"16558","1135.313173218","192.168.15.3","192.168.15.4","MQTT","70","","56","1883","59275","Publish Ack (id=56)"
"16565","1136.316527346","192.168.15.4","192.168.15.3","MQTT","338","Deviceb'Device - 1'","57","59275","1883","Publish Message (id=57) [Deviceb'Device - 1']"
"16566","1136.319284169","192.168.15.3","192.168.15.4","MQTT","70","","57","1883","59275","Publish Ack (id=57)"
"16580","1137.321070395","192.168.15.4","192.168.15.3","MQTT","338","Deviceb'Device - 1'","58","59275","1883","Publish Message (id=58) [Deviceb'Device - 1']"
"16581","1137.323672886","192.168.15.3","192.168.15.4","MQTT","70","","58","1883","59275","Publish Ack (id=58)"
"16592","1138.326009235","192.168.15.4","192.168.15.3","MQTT","338","Deviceb'Device - 1'","59","59275","1883","Publish Message (id=59) [Deviceb'Device - 1']"
"16593","1138.328816543","192.168.15.3","192.168.15.4","MQTT","70","","59","1883","59275","Publish Ack (id=59)"
"16599","1139.331305335","192.168.15.4","192.168.15.3","MQTT","338","Deviceb'Device - 1'","60","59275","1883","Publish Message (id=60) [Deviceb'Device - 1']"
"16600","1139.334073038","192.168.15.3","192.168.15.4","MQTT","70","","60","1883","59275","Publish Ack (id=60)"
"16606","1140.335395433","192.168.15.4","192.168.15.3","MQTT","68","","","59275","1883","Ping Request"
"16607","1140.338059370","192.168.15.3","192.168.15.4","MQTT","68","","","1883","59275","Ping Response"
"16608","1140.338086371","192.168.15.4","192.168.15.3","MQTT","338","Deviceb'Device - 1'","61","59275","1883","Publish Message (id=61) [Deviceb'Device - 1']"
"16609","1140.340842573","192.168.15.3","192.168.15.4","MQTT","70","","61","1883","59275","Publish Ack (id=61)"
"16615","1141.342938159","192.168.15.4","192.168.15.3","MQTT","338","Deviceb'Device - 1'","62","59275","1883","Publish Message (id=62) [Deviceb'Device - 1']"
"16616","1141.345771696","192.168.15.3","192.168.15.4","MQTT","70","","62","1883","59275","Publish Ack (id=62)"
"16622","1142.347728621","192.168.15.4","192.168.15.3","MQTT","338","Deviceb'Device - 1'","63","59275","1883","Publish Message (id=63) [Deviceb'Device - 1']"
"16623","1142.350376989","192.168.15.3","192.168.15.4","MQTT","70","","63","1883","59275","Publish Ack (id=63)"
"16632","1143.352896099","192.168.15.4","192.168.15.3","MQTT","338","Deviceb'Device - 1'","64","59275","1883","Publish Message (id=64) [Deviceb'Device - 1']"
"16633","1143.355716272","192.168.15.3","192.168.15.4","MQTT","70","","64","1883","59275","Publish Ack (id=64)"
"16639","1144.358343578","192.168.15.4","192.168.15.3","MQTT","338","Deviceb'Device - 1'","65","59275","1883","Publish Message (id=65) [Deviceb'Device - 1']"
"16640","1144.361189730","192.168.15.3","192.168.15.4","MQTT","70","","65","1883","59275","Publish Ack (id=65)"
"16645","1145.363805550","192.168.15.4","192.168.15.3","MQTT","338","Deviceb'Device - 1'","66","59275","1883","Publish Message (id=66) [Deviceb'Device - 1']"
"16646","1145.366541313","192.168.15.3","192.168.15.4","MQTT","70","","66","1883","59275","Publish Ack (id=66)"
"16651","1146.370026908","192.168.15.4","192.168.15.3","MQTT","338","Deviceb'Device - 1'","67","59275","1883","Publish Message (id=67) [Deviceb'Device - 1']"
"16652","1146.372779984","192.168.15.3","192.168.15.4","MQTT","70","","67","1883","59275","Publish Ack (id=67)"
"16658","1147.374632604","192.168.15.4","192.168.15.3","MQTT","338","Deviceb'Device - 1'","68","59275","1883","Publish Message (id=68) [Deviceb'Device - 1']"
"16659","1147.377249021","192.168.15.3","192.168.15.4","MQTT","70","","68","1883","59275","Publish Ack (id=68)"
"16669","1148.379326853","192.168.15.4","192.168.15.3","MQTT","338","Deviceb'Device - 1'","69","59275","1883","Publish Message (id=69) [Deviceb'Device - 1']"
"16670","1148.382214062","192.168.15.3","192.168.15.4","MQTT","70","","69","1883","59275","Publish Ack (id=69)"
"16694","1149.384921357","192.168.15.4","192.168.15.3","MQTT","338","Deviceb'Device - 1'","70","59275","1883","Publish Message (id=70) [Deviceb'Device - 1']"
"16695","1149.387620701","192.168.15.3","192.168.15.4","MQTT","70","","70","1883","59275","Publish Ack (id=70)"
"16723","1150.388911207","192.168.15.4","192.168.15.3","MQTT","338","Deviceb'Device - 1'","71","59275","1883","Publish Message (id=71) [Deviceb'Device - 1']"
"16724","1150.391645808","192.168.15.3","192.168.15.4","MQTT","70","","71","1883","59275","Publish Ack (id=71)"
"16730","1151.393341234","192.168.15.4","192.168.15.3","MQTT","338","Deviceb'Device - 1'","72","59275","1883","Publish Message (id=72) [Deviceb'Device - 1']"
"16731","1151.396103337","192.168.15.3","192.168.15.4","MQTT","70","","72","1883","59275","Publish Ack (id=72)"
"16737","1152.397888794","192.168.15.4","192.168.15.3","MQTT","338","Deviceb'Device - 1'","73","59275","1883","Publish Message (id=73) [Deviceb'Device - 1']"
"16738","1152.400470105","192.168.15.3","192.168.15.4","MQTT","70","","73","1883","59275","Publish Ack (id=73)"
"16747","1153.402195273","192.168.15.4","192.168.15.3","MQTT","338","Deviceb'Device - 1'","74","59275","1883","Publish Message (id=74) [Deviceb'Device - 1']"
"16748","1153.404980991","192.168.15.3","192.168.15.4","MQTT","70","","74","1883","59275","Publish Ack (id=74)"
"16754","1154.406518396","192.168.15.4","192.168.15.3","MQTT","338","Deviceb'Device - 1'","75","59275","1883","Publish Message (id=75) [Deviceb'Device - 1']"
"16755","1154.409603259","192.168.15.3","192.168.15.4","MQTT","70","","75","1883","59275","Publish Ack (id=75)"
"16757","1155.410892719","192.168.15.4","192.168.15.3","MQTT","338","Deviceb'Device - 1'","76","59275","1883","Publish Message (id=76) [Deviceb'Device - 1']"
"16758","1155.413507663","192.168.15.3","192.168.15.4","MQTT","70","","76","1883","59275","Publish Ack (id=76)"
"16764","1156.415151248","192.168.15.4","192.168.15.3","MQTT","338","Deviceb'Device - 1'","77","59275","1883","Publish Message (id=77) [Deviceb'Device - 1']"
"16765","1156.417687313","192.168.15.3","192.168.15.4","MQTT","70","","77","1883","59275","Publish Ack (id=77)"
"16771","1157.419157280","192.168.15.4","192.168.15.3","MQTT","338","Deviceb'Device - 1'","78","59275","1883","Publish Message (id=78) [Deviceb'Device - 1']"
"16772","1157.421733200","192.168.15.3","192.168.15.4","MQTT","70","","78","1883","59275","Publish Ack (id=78)"
"16778","1158.424116037","192.168.15.4","192.168.15.3","MQTT","338","Deviceb'Device - 1'","79","59275","1883","Publish Message (id=79) [Deviceb'Device - 1']"
"16780","1158.426821092","192.168.15.3","192.168.15.4","MQTT","70","","79","1883","59275","Publish Ack (id=79)"
"16785","1159.428763489","192.168.15.4","192.168.15.3","MQTT","338","Deviceb'Device - 1'","80","59275","1883","Publish Message (id=80) [Deviceb'Device - 1']"
"16786","1159.431537995","192.168.15.3","192.168.15.4","MQTT","70","","80","1883","59275","Publish Ack (id=80)"
"16792","1160.434247276","192.168.15.4","192.168.15.3","MQTT","338","Deviceb'Device - 1'","81","59275","1883","Publish Message (id=81) [Deviceb'Device - 1']"
"16793","1160.436979772","192.168.15.3","192.168.15.4","MQTT","70","","81","1883","59275","Publish Ack (id=81)"
"16799","1161.438472535","192.168.15.4","192.168.15.3","MQTT","338","Deviceb'Device - 1'","82","59275","1883","Publish Message (id=82) [Deviceb'Device - 1']"
"16800","1161.441258914","192.168.15.3","192.168.15.4","MQTT","70","","82","1883","59275","Publish Ack (id=82)"
"16811","1162.443161145","192.168.15.4","192.168.15.3","MQTT","338","Deviceb'Device - 1'","83","59275","1883","Publish Message (id=83) [Deviceb'Device - 1']"
"16812","1162.445884263","192.168.15.3","192.168.15.4","MQTT","70","","83","1883","59275","Publish Ack (id=83)"
"16821","1163.448062018","192.168.15.4","192.168.15.3","MQTT","338","Deviceb'Device - 1'","84","59275","1883","Publish Message (id=84) [Deviceb'Device - 1']"
"16822","1163.450667253","192.168.15.3","192.168.15.4","MQTT","70","","84","1883","59275","Publish Ack (id=84)"
"16828","1164.452465324","192.168.15.4","192.168.15.3","MQTT","338","Deviceb'Device - 1'","85","59275","1883","Publish Message (id=85) [Deviceb'Device - 1']"
"16829","1164.455135142","192.168.15.3","192.168.15.4","MQTT","70","","85","1883","59275","Publish Ack (id=85)"
"16835","1165.458097456","192.168.15.4","192.168.15.3","MQTT","338","Deviceb'Device - 1'","86","59275","1883","Publish Message (id=86) [Deviceb'Device - 1']"
"16836","1165.460834511","192.168.15.3","192.168.15.4","MQTT","70","","86","1883","59275","Publish Ack (id=86)"
"16842","1166.463080074","192.168.15.4","192.168.15.3","MQTT","338","Deviceb'Device - 1'","87","59275","1883","Publish Message (id=87) [Deviceb'Device - 1']"
"16843","1166.465760943","192.168.15.3","192.168.15.4","MQTT","70","","87","1883","59275","Publish Ack (id=87)"
"16851","1167.468511054","192.168.15.4","192.168.15.3","MQTT","338","Deviceb'Device - 1'","88","59275","1883","Publish Message (id=88) [Deviceb'Device - 1']"
"16852","1167.471109988","192.168.15.3","192.168.15.4","MQTT","70","","88","1883","59275","Publish Ack (id=88)"
"16862","1168.473698534","192.168.15.4","192.168.15.3","MQTT","338","Deviceb'Device - 1'","89","59275","1883","Publish Message (id=89) [Deviceb'Device - 1']"
"16863","1168.476379233","192.168.15.3","192.168.15.4","MQTT","70","","89","1883","59275","Publish Ack (id=89)"
"16865","1169.478476246","192.168.15.4","192.168.15.3","MQTT","338","Deviceb'Device - 1'","90","59275","1883","Publish Message (id=90) [Deviceb'Device - 1']"
"16866","1169.481197861","192.168.15.3","192.168.15.4","MQTT","70","","90","1883","59275","Publish Ack (id=90)"
"16874","1170.483470479","192.168.15.4","192.168.15.3","MQTT","338","Deviceb'Device - 1'","91","59275","1883","Publish Message (id=91) [Deviceb'Device - 1']"
"16875","1170.486592251","192.168.15.3","192.168.15.4","MQTT","70","","91","1883","59275","Publish Ack (id=91)"
"16907","1171.488634695","192.168.15.4","192.168.15.3","MQTT","338","Deviceb'Device - 1'","92","59275","1883","Publish Message (id=92) [Deviceb'Device - 1']"
"16908","1171.491380376","192.168.15.3","192.168.15.4","MQTT","70","","92","1883","59275","Publish Ack (id=92)"
"16917","1172.493998562","192.168.15.4","192.168.15.3","MQTT","338","Deviceb'Device - 1'","93","59275","1883","Publish Message (id=93) [Deviceb'Device - 1']"
"16918","1172.496641659","192.168.15.3","192.168.15.4","MQTT","70","","93","1883","59275","Publish Ack (id=93)"
"16927","1173.498254900","192.168.15.4","192.168.15.3","MQTT","338","Deviceb'Device - 1'","94","59275","1883","Publish Message (id=94) [Deviceb'Device - 1']"
"16928","1173.500872669","192.168.15.3","192.168.15.4","MQTT","70","","94","1883","59275","Publish Ack (id=94)"
"16934","1174.502525156","192.168.15.4","192.168.15.3","MQTT","338","Deviceb'Device - 1'","95","59275","1883","Publish Message (id=95) [Deviceb'Device - 1']"
"16935","1174.505275837","192.168.15.3","192.168.15.4","MQTT","70","","95","1883","59275","Publish Ack (id=95)"
"16947","1175.507230980","192.168.15.4","192.168.15.3","MQTT","338","Deviceb'Device - 1'","96","59275","1883","Publish Message (id=96) [Deviceb'Device - 1']"
"16948","1175.510009172","192.168.15.3","192.168.15.4","MQTT","70","","96","1883","59275","Publish Ack (id=96)"
"16954","1176.511716019","192.168.15.4","192.168.15.3","MQTT","338","Deviceb'Device - 1'","97","59275","1883","Publish Message (id=97) [Deviceb'Device - 1']"
"16955","1176.514365358","192.168.15.3","192.168.15.4","MQTT","70","","97","1883","59275","Publish Ack (id=97)"
"16961","1177.516275430","192.168.15.4","192.168.15.3","MQTT","338","Deviceb'Device - 1'","98","59275","1883","Publish Message (id=98) [Deviceb'Device - 1']"
"16962","1177.518938395","192.168.15.3","192.168.15.4","MQTT","70","","98","1883","59275","Publish Ack (id=98)"
"16980","1178.521240073","192.168.15.4","192.168.15.3","MQTT","338","Deviceb'Device - 1'","99","59275","1883","Publish Message (id=99) [Deviceb'Device - 1']"
"16981","1178.523904280","192.168.15.3","192.168.15.4","MQTT","70","","99","1883","59275","Publish Ack (id=99)"
"16984","1179.526566833","192.168.15.4","192.168.15.3","MQTT","338","Deviceb'Device - 1'","100","59275","1883","Publish Message (id=100) [Deviceb'Device - 1']"
"16985","1179.529170195","192.168.15.3","192.168.15.4","MQTT","70","","100","1883","59275","Publish Ack (id=100)"
"16989","1180.531850616","192.168.15.4","192.168.15.3","MQTT","338","Deviceb'Device - 1'","101","59275","1883","Publish Message (id=101) [Deviceb'Device - 1']"
