Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
MQTT,Device - 1,602,0,3,3.0033222591362128,2,12,6.0,0.9965954094319633,0.0,3,3,3,3,3,4,4,5,12,12,12
,Aggregated,602,0,3,3.0033222591362128,2,12,6.0,0.9965954094319633,0.0,3,3,3,3,3,4,4,5,12,12,12
