"No.","Time","Source","Destination","Protocol","Length","Topic","Message Identifier","Source Port","Destination Port","Info"
"1276","96.931947684","192.168.15.3","192.168.15.4","MQTT","70","","1","1883","60773","Publish Ack (id=1)"
"1297","97.922299843","192.168.15.4","192.168.15.3","MQTT","90","","","46211","1883","Connect Command"
"1298","97.923596142","192.168.15.4","192.168.15.3","MQTT","90","","","49821","1883","Connect Command"
"1299","97.924178452","192.168.15.4","192.168.15.3","MQTT","90","","","43849","1883","Connect Command"
"1300","97.924735885","192.168.15.4","192.168.15.3","MQTT","91","","","44971","1883","Connect Command"
"1301","97.925261458","192.168.15.4","192.168.15.3","MQTT","90","","","39137","1883","Connect Command"
"1303","97.926261236","192.168.15.4","192.168.15.3","MQTT","348","Deviceb'Device - 7'","1","46211","1883","Publish Message (id=1) [Deviceb'Device - 7']"
"1308","97.926635443","192.168.15.3","192.168.15.4","MQTT","70","","","1883","46211","Connect Ack"
"1310","97.926635544","192.168.15.3","192.168.15.4","MQTT","70","","","1883","43849","Connect Ack"
"1312","97.927427920","192.168.15.3","192.168.15.4","MQTT","70","","","1883","44971","Connect Ack"
"1314","97.927453789","192.168.15.3","192.168.15.4","MQTT","70","","","1883","49821","Connect Ack"
"1316","97.927453899","192.168.15.3","192.168.15.4","MQTT","70","","","1883","39137","Connect Ack"
"1318","97.927727116","192.168.15.4","192.168.15.3","MQTT","348","Deviceb'Device - 6'","1","39137","1883","Publish Message (id=1) [Deviceb'Device - 6']"
"1319","97.928023956","192.168.15.4","192.168.15.3","MQTT","349","Deviceb'Device - 10'","1","44971","1883","Publish Message (id=1) [Deviceb'Device - 10']"
"1320","97.928298295","192.168.15.4","192.168.15.3","MQTT","348","Deviceb'Device - 8'","1","43849","1883","Publish Message (id=1) [Deviceb'Device - 8']"
"1321","97.928526045","192.168.15.4","192.168.15.3","MQTT","348","Deviceb'Device - 9'","1","49821","1883","Publish Message (id=1) [Deviceb'Device - 9']"
"1324","97.928943403","192.168.15.3","192.168.15.4","MQTT","70","","1","1883","46211","Publish Ack (id=1)"
"1326","97.929256435","192.168.15.3","192.168.15.4","MQTT","70","","1","1883","39137","Publish Ack (id=1)"
"1327","97.930017072","192.168.15.4","192.168.15.3","MQTT","348","Deviceb'Device - 1'","2","41817","1883","Publish Message (id=2) [Deviceb'Device - 1']"
"1331","97.931100539","192.168.15.3","192.168.15.4","MQTT","70","","1","1883","44971","Publish Ack (id=1)"
"1332","97.931113794","192.168.15.3","192.168.15.4","MQTT","70","","1","1883","43849","Publish Ack (id=1)"
"1333","97.931122680","192.168.15.3","192.168.15.4","MQTT","70","","1","1883","49821","Publish Ack (id=1)"
"1335","97.932754313","192.168.15.3","192.168.15.4","MQTT","70","","2","1883","41817","Publish Ack (id=2)"
"1337","97.932793096","192.168.15.4","192.168.15.3","MQTT","348","Deviceb'Device - 4'","2","42513","1883","Publish Message (id=2) [Deviceb'Device - 4']"
"1338","97.932899447","192.168.15.4","192.168.15.3","MQTT","348","Deviceb'Device - 3'","2","38983","1883","Publish Message (id=2) [Deviceb'Device - 3']"
"1339","97.933862917","192.168.15.4","192.168.15.3","MQTT","348","Deviceb'Device - 2'","2","37737","1883","Publish Message (id=2) [Deviceb'Device - 2']"
"1340","97.933947136","192.168.15.4","192.168.15.3","MQTT","348","Deviceb'Device - 5'","2","60773","1883","Publish Message (id=2) [Deviceb'Device - 5']"
"1345","97.935426291","192.168.15.3","192.168.15.4","MQTT","70","","2","1883","42513","Publish Ack (id=2)"
"1347","97.935854490","192.168.15.3","192.168.15.4","MQTT","70","","2","1883","38983","Publish Ack (id=2)"
"1349","97.935873495","192.168.15.3","192.168.15.4","MQTT","70","","2","1883","37737","Publish Ack (id=2)"
"1351","97.935873566","192.168.15.3","192.168.15.4","MQTT","70","","2","1883","60773","Publish Ack (id=2)"
"1361","98.935968802","192.168.15.4","192.168.15.3","MQTT","348","Deviceb'Device - 6'","2","39137","1883","Publish Message (id=2) [Deviceb'Device - 6']"
"1362","98.936187074","192.168.15.4","192.168.15.3","MQTT","348","Deviceb'Device - 8'","2","43849","1883","Publish Message (id=2) [Deviceb'Device - 8']"
"1363","98.936390668","192.168.15.4","192.168.15.3","MQTT","348","Deviceb'Device - 9'","2","49821","1883","Publish Message (id=2) [Deviceb'Device - 9']"
"1364","98.936601827","192.168.15.4","192.168.15.3","MQTT","349","Deviceb'Device - 10'","2","44971","1883","Publish Message (id=2) [Deviceb'Device - 10']"
"1365","98.936821883","192.168.15.4","192.168.15.3","MQTT","348","Deviceb'Device - 7'","2","46211","1883","Publish Message (id=2) [Deviceb'Device - 7']"
"1371","98.938696745","192.168.15.3","192.168.15.4","MQTT","70","","2","1883","39137","Publish Ack (id=2)"
"1373","98.938997253","192.168.15.3","192.168.15.4","MQTT","70","","2","1883","43849","Publish Ack (id=2)"
"1375","98.939025797","192.168.15.3","192.168.15.4","MQTT","70","","2","1883","49821","Publish Ack (id=2)"
"1377","98.939025937","192.168.15.3","192.168.15.4","MQTT","70","","2","1883","44971","Publish Ack (id=2)"
"1379","98.939058178","192.168.15.4","192.168.15.3","MQTT","348","Deviceb'Device - 1'","3","41817","1883","Publish Message (id=3) [Deviceb'Device - 1']"
"1380","98.939267213","192.168.15.4","192.168.15.3","MQTT","348","Deviceb'Device - 4'","3","42513","1883","Publish Message (id=3) [Deviceb'Device - 4']"
"1381","98.939345651","192.168.15.3","192.168.15.4","MQTT","70","","2","1883","46211","Publish Ack (id=2)"
"1384","98.941730096","192.168.15.3","192.168.15.4","MQTT","70","","3","1883","41817","Publish Ack (id=3)"
"1386","98.941753780","192.168.15.3","192.168.15.4","MQTT","70","","3","1883","42513","Publish Ack (id=3)"
"1388","98.942950281","192.168.15.4","192.168.15.3","MQTT","348","Deviceb'Device - 3'","3","38983","1883","Publish Message (id=3) [Deviceb'Device - 3']"
"1389","98.943187769","192.168.15.4","192.168.15.3","MQTT","348","Deviceb'Device - 2'","3","37737","1883","Publish Message (id=3) [Deviceb'Device - 2']"
"1390","98.943410490","192.168.15.4","192.168.15.3","MQTT","348","Deviceb'Device - 5'","3","60773","1883","Publish Message (id=3) [Deviceb'Device - 5']"
"1391","98.944555122","192.168.15.3","192.168.15.4","MQTT","70","","3","1883","38983","Publish Ack (id=3)"
"1393","98.944959607","192.168.15.3","192.168.15.4","MQTT","70","","3","1883","37737","Publish Ack (id=3)"
"1395","98.946107194","192.168.15.3","192.168.15.4","MQTT","70","","3","1883","60773","Publish Ack (id=3)"
"1411","99.942047559","192.168.15.4","192.168.15.3","MQTT","348","Deviceb'Device - 6'","3","39137","1883","Publish Message (id=3) [Deviceb'Device - 6']"
"1413","99.944857417","192.168.15.3","192.168.15.4","MQTT","70","","3","1883","39137","Publish Ack (id=3)"
"1415","99.945305724","192.168.15.4","192.168.15.3","MQTT","348","Deviceb'Device - 4'","4","42513","1883","Publish Message (id=4) [Deviceb'Device - 4']"
"1416","99.947619795","192.168.15.3","192.168.15.4","MQTT","70","","4","1883","42513","Publish Ack (id=4)"
"1418","99.948130330","192.168.15.4","192.168.15.3","MQTT","348","Deviceb'Device - 1'","4","41817","1883","Publish Message (id=4) [Deviceb'Device - 1']"
"1419","99.948291635","192.168.15.4","192.168.15.3","MQTT","349","Deviceb'Device - 10'","3","44971","1883","Publish Message (id=3) [Deviceb'Device - 10']"
"1420","99.948421520","192.168.15.4","192.168.15.3","MQTT","348","Deviceb'Device - 7'","3","46211","1883","Publish Message (id=3) [Deviceb'Device - 7']"
"1422","99.950589776","192.168.15.3","192.168.15.4","MQTT","70","","4","1883","41817","Publish Ack (id=4)"
"1424","99.950618401","192.168.15.3","192.168.15.4","MQTT","70","","3","1883","44971","Publish Ack (id=3)"
"1426","99.950618521","192.168.15.3","192.168.15.4","MQTT","70","","3","1883","46211","Publish Ack (id=3)"
"1428","99.951434332","192.168.15.4","192.168.15.3","MQTT","348","Deviceb'Device - 9'","3","49821","1883","Publish Message (id=3) [Deviceb'Device - 9']"
"1429","99.951518060","192.168.15.4","192.168.15.3","MQTT","348","Deviceb'Device - 5'","4","60773","1883","Publish Message (id=4) [Deviceb'Device - 5']"
"1430","99.951589184","192.168.15.4","192.168.15.3","MQTT","348","Deviceb'Device - 3'","4","38983","1883","Publish Message (id=4) [Deviceb'Device - 3']"
"1431","99.951658325","192.168.15.4","192.168.15.3","MQTT","348","Deviceb'Device - 2'","4","37737","1883","Publish Message (id=4) [Deviceb'Device - 2']"
"1432","99.951726023","192.168.15.4","192.168.15.3","MQTT","348","Deviceb'Device - 8'","3","43849","1883","Publish Message (id=3) [Deviceb'Device - 8']"
"1434","99.955326545","192.168.15.3","192.168.15.4","MQTT","70","","3","1883","49821","Publish Ack (id=3)"
"1436","99.955345711","192.168.15.3","192.168.15.4","MQTT","70","","4","1883","60773","Publish Ack (id=4)"
"1438","99.955345781","192.168.15.3","192.168.15.4","MQTT","70","","4","1883","38983","Publish Ack (id=4)"
"1440","99.955367492","192.168.15.3","192.168.15.4","MQTT","70","","4","1883","37737","Publish Ack (id=4)"
"1442","99.955367562","192.168.15.3","192.168.15.4","MQTT","70","","3","1883","43849","Publish Ack (id=3)"
"1510","100.947436865","192.168.15.4","192.168.15.3","MQTT","348","Deviceb'Device - 6'","4","39137","1883","Publish Message (id=4) [Deviceb'Device - 6']"
"1511","100.950175158","192.168.15.3","192.168.15.4","MQTT","70","","4","1883","39137","Publish Ack (id=4)"
"1513","100.950656056","192.168.15.4","192.168.15.3","MQTT","348","Deviceb'Device - 4'","5","42513","1883","Publish Message (id=5) [Deviceb'Device - 4']"
"1514","100.952822869","192.168.15.3","192.168.15.4","MQTT","70","","5","1883","42513","Publish Ack (id=5)"
"1516","100.955572043","192.168.15.4","192.168.15.3","MQTT","348","Deviceb'Device - 7'","4","46211","1883","Publish Message (id=4) [Deviceb'Device - 7']"
"1517","100.955806886","192.168.15.4","192.168.15.3","MQTT","348","Deviceb'Device - 1'","5","41817","1883","Publish Message (id=5) [Deviceb'Device - 1']"
"1518","100.955957551","192.168.15.4","192.168.15.3","MQTT","349","Deviceb'Device - 10'","4","44971","1883","Publish Message (id=4) [Deviceb'Device - 10']"
"1519","100.958287122","192.168.15.4","192.168.15.3","MQTT","348","Deviceb'Device - 2'","5","37737","1883","Publish Message (id=5) [Deviceb'Device - 2']"
"1521","100.958352786","192.168.15.3","192.168.15.4","MQTT","70","","4","1883","46211","Publish Ack (id=4)"
"1523","100.958352936","192.168.15.3","192.168.15.4","MQTT","70","","5","1883","41817","Publish Ack (id=5)"
"1525","100.958433538","192.168.15.4","192.168.15.3","MQTT","348","Deviceb'Device - 3'","5","38983","1883","Publish Message (id=5) [Deviceb'Device - 3']"
"1526","100.958694822","192.168.15.3","192.168.15.4","MQTT","70","","4","1883","44971","Publish Ack (id=4)"
"1528","100.960539657","192.168.15.4","192.168.15.3","MQTT","348","Deviceb'Device - 5'","5","60773","1883","Publish Message (id=5) [Deviceb'Device - 5']"
"1529","100.960684641","192.168.15.4","192.168.15.3","MQTT","348","Deviceb'Device - 8'","4","43849","1883","Publish Message (id=4) [Deviceb'Device - 8']"
"1530","100.960812753","192.168.15.4","192.168.15.3","MQTT","348","Deviceb'Device - 9'","4","49821","1883","Publish Message (id=4) [Deviceb'Device - 9']"
"1531","100.961067504","192.168.15.3","192.168.15.4","MQTT","70","","5","1883","37737","Publish Ack (id=5)"
"1533","100.961478771","192.168.15.3","192.168.15.4","MQTT","70","","5","1883","38983","Publish Ack (id=5)"
"1535","100.963272730","192.168.15.3","192.168.15.4","MQTT","70","","5","1883","60773","Publish Ack (id=5)"
"1537","100.963706319","192.168.15.3","192.168.15.4","MQTT","70","","4","1883","43849","Publish Ack (id=4)"
"1539","100.963735745","192.168.15.3","192.168.15.4","MQTT","70","","4","1883","49821","Publish Ack (id=4)"
"1545","101.952973160","192.168.15.4","192.168.15.3","MQTT","348","Deviceb'Device - 6'","5","39137","1883","Publish Message (id=5) [Deviceb'Device - 6']"
"1546","101.955628405","192.168.15.3","192.168.15.4","MQTT","70","","5","1883","39137","Publish Ack (id=5)"
"1548","101.958338836","192.168.15.4","192.168.15.3","MQTT","348","Deviceb'Device - 4'","6","42513","1883","Publish Message (id=6) [Deviceb'Device - 4']"
"1549","101.961017517","192.168.15.3","192.168.15.4","MQTT","70","","6","1883","42513","Publish Ack (id=6)"
"1551","101.963482874","192.168.15.4","192.168.15.3","MQTT","349","Deviceb'Device - 10'","5","44971","1883","Publish Message (id=5) [Deviceb'Device - 10']"
"1552","101.963638638","192.168.15.4","192.168.15.3","MQTT","348","Deviceb'Device - 1'","6","41817","1883","Publish Message (id=6) [Deviceb'Device - 1']"
"1553","101.966238590","192.168.15.3","192.168.15.4","MQTT","70","","5","1883","44971","Publish Ack (id=5)"
"1555","101.966518178","192.168.15.4","192.168.15.3","MQTT","348","Deviceb'Device - 7'","5","46211","1883","Publish Message (id=5) [Deviceb'Device - 7']"
"1556","101.966680414","192.168.15.3","192.168.15.4","MQTT","70","","6","1883","41817","Publish Ack (id=6)"
"1558","101.967104726","192.168.15.4","192.168.15.3","MQTT","348","Deviceb'Device - 2'","6","37737","1883","Publish Message (id=6) [Deviceb'Device - 2']"
"1559","101.967262203","192.168.15.4","192.168.15.3","MQTT","348","Deviceb'Device - 3'","6","38983","1883","Publish Message (id=6) [Deviceb'Device - 3']"
"1560","101.968943309","192.168.15.3","192.168.15.4","MQTT","70","","5","1883","46211","Publish Ack (id=5)"
"1562","101.969341682","192.168.15.3","192.168.15.4","MQTT","70","","6","1883","37737","Publish Ack (id=6)"
"1564","101.969354045","192.168.15.3","192.168.15.4","MQTT","70","","6","1883","38983","Publish Ack (id=6)"
"1566","101.969744763","192.168.15.4","192.168.15.3","MQTT","348","Deviceb'Device - 5'","6","60773","1883","Publish Message (id=6) [Deviceb'Device - 5']"
"1567","101.969898203","192.168.15.4","192.168.15.3","MQTT","348","Deviceb'Device - 9'","5","49821","1883","Publish Message (id=5) [Deviceb'Device - 9']"
"1568","101.970049990","192.168.15.4","192.168.15.3","MQTT","348","Deviceb'Device - 8'","5","43849","1883","Publish Message (id=5) [Deviceb'Device - 8']"
"1569","101.971782392","192.168.15.3","192.168.15.4","MQTT","70","","6","1883","60773","Publish Ack (id=6)"
"1571","101.972203819","192.168.15.3","192.168.15.4","MQTT","70","","5","1883","49821","Publish Ack (id=5)"
"1573","101.972215541","192.168.15.3","192.168.15.4","MQTT","70","","5","1883","43849","Publish Ack (id=5)"
"1576","102.957683494","192.168.15.4","192.168.15.3","MQTT","348","Deviceb'Device - 6'","6","39137","1883","Publish Message (id=6) [Deviceb'Device - 6']"
"1577","102.960326918","192.168.15.3","192.168.15.4","MQTT","70","","6","1883","39137","Publish Ack (id=6)"
"1579","102.962795411","192.168.15.4","192.168.15.3","MQTT","348","Deviceb'Device - 4'","7","42513","1883","Publish Message (id=7) [Deviceb'Device - 4']"
"1580","102.965759110","192.168.15.3","192.168.15.4","MQTT","70","","7","1883","42513","Publish Ack (id=7)"
"1582","102.967792321","192.168.15.4","192.168.15.3","MQTT","349","Deviceb'Device - 10'","6","44971","1883","Publish Message (id=6) [Deviceb'Device - 10']"
"1583","102.970466052","192.168.15.3","192.168.15.4","MQTT","70","","6","1883","44971","Publish Ack (id=6)"
"1585","102.971164030","192.168.15.4","192.168.15.3","MQTT","348","Deviceb'Device - 3'","7","38983","1883","Publish Message (id=7) [Deviceb'Device - 3']"
"1586","102.971908707","192.168.15.4","192.168.15.3","MQTT","348","Deviceb'Device - 2'","7","37737","1883","Publish Message (id=7) [Deviceb'Device - 2']"
"1587","102.972005580","192.168.15.4","192.168.15.3","MQTT","348","Deviceb'Device - 7'","6","46211","1883","Publish Message (id=6) [Deviceb'Device - 7']"
"1588","102.972431755","192.168.15.4","192.168.15.3","MQTT","348","Deviceb'Device - 1'","7","41817","1883","Publish Message (id=7) [Deviceb'Device - 1']"
"1589","102.972892656","192.168.15.4","192.168.15.3","MQTT","348","Deviceb'Device - 5'","7","60773","1883","Publish Message (id=7) [Deviceb'Device - 5']"
"1590","102.973206849","192.168.15.3","192.168.15.4","MQTT","70","","7","1883","38983","Publish Ack (id=7)"
"1592","102.973549987","192.168.15.3","192.168.15.4","MQTT","70","","7","1883","37737","Publish Ack (id=7)"
"1594","102.973693238","192.168.15.4","192.168.15.3","MQTT","348","Deviceb'Device - 9'","6","49821","1883","Publish Message (id=6) [Deviceb'Device - 9']"
"1595","102.973789991","192.168.15.4","192.168.15.3","MQTT","348","Deviceb'Device - 8'","6","43849","1883","Publish Message (id=6) [Deviceb'Device - 8']"
"1597","102.975085658","192.168.15.3","192.168.15.4","MQTT","70","","6","1883","46211","Publish Ack (id=6)"
"1599","102.975121396","192.168.15.3","192.168.15.4","MQTT","70","","7","1883","41817","Publish Ack (id=7)"
"1601","102.975121456","192.168.15.3","192.168.15.4","MQTT","70","","7","1883","60773","Publish Ack (id=7)"
"1603","102.976175818","192.168.15.3","192.168.15.4","MQTT","70","","6","1883","49821","Publish Ack (id=6)"
"1605","102.976203029","192.168.15.3","192.168.15.4","MQTT","70","","6","1883","43849","Publish Ack (id=6)"
"1610","103.962854391","192.168.15.4","192.168.15.3","MQTT","348","Deviceb'Device - 6'","7","39137","1883","Publish Message (id=7) [Deviceb'Device - 6']"
"1611","103.965523713","192.168.15.3","192.168.15.4","MQTT","70","","7","1883","39137","Publish Ack (id=7)"
"1613","103.968109939","192.168.15.4","192.168.15.3","MQTT","348","Deviceb'Device - 4'","8","42513","1883","Publish Message (id=8) [Deviceb'Device - 4']"
"1614","103.970719819","192.168.15.3","192.168.15.4","MQTT","70","","8","1883","42513","Publish Ack (id=8)"
"1616","103.972170209","192.168.15.4","192.168.15.3","MQTT","349","Deviceb'Device - 10'","7","44971","1883","Publish Message (id=7) [Deviceb'Device - 10']"
"1617","103.973407356","192.168.15.3","192.168.15.4","MQTT","70","","7","1883","44971","Publish Ack (id=7)"
"1619","103.976692121","192.168.15.4","192.168.15.3","MQTT","348","Deviceb'Device - 2'","8","37737","1883","Publish Message (id=8) [Deviceb'Device - 2']"
"1620","103.976850641","192.168.15.4","192.168.15.3","MQTT","348","Deviceb'Device - 3'","8","38983","1883","Publish Message (id=8) [Deviceb'Device - 3']"
"1621","103.978430876","192.168.15.4","192.168.15.3","MQTT","348","Deviceb'Device - 5'","8","60773","1883","Publish Message (id=8) [Deviceb'Device - 5']"
"1622","103.978515125","192.168.15.4","192.168.15.3","MQTT","348","Deviceb'Device - 9'","7","49821","1883","Publish Message (id=7) [Deviceb'Device - 9']"
"1623","103.978606708","192.168.15.4","192.168.15.3","MQTT","348","Deviceb'Device - 7'","7","46211","1883","Publish Message (id=7) [Deviceb'Device - 7']"
"1624","103.978713239","192.168.15.4","192.168.15.3","MQTT","348","Deviceb'Device - 1'","8","41817","1883","Publish Message (id=8) [Deviceb'Device - 1']"
"1625","103.979228783","192.168.15.4","192.168.15.3","MQTT","348","Deviceb'Device - 8'","7","43849","1883","Publish Message (id=7) [Deviceb'Device - 8']"
"1626","103.979347087","192.168.15.3","192.168.15.4","MQTT","70","","8","1883","37737","Publish Ack (id=8)"
"1628","103.980636903","192.168.15.3","192.168.15.4","MQTT","70","","8","1883","38983","Publish Ack (id=8)"
"1630","103.981249511","192.168.15.3","192.168.15.4","MQTT","70","","8","1883","60773","Publish Ack (id=8)"
"1632","103.981675716","192.168.15.3","192.168.15.4","MQTT","70","","7","1883","49821","Publish Ack (id=7)"
"1634","103.981697817","192.168.15.3","192.168.15.4","MQTT","70","","7","1883","46211","Publish Ack (id=7)"
"1636","103.981697878","192.168.15.3","192.168.15.4","MQTT","70","","8","1883","41817","Publish Ack (id=8)"
"1638","103.982017030","192.168.15.3","192.168.15.4","MQTT","70","","7","1883","43849","Publish Ack (id=7)"
"1644","104.967875874","192.168.15.4","192.168.15.3","MQTT","348","Deviceb'Device - 6'","8","39137","1883","Publish Message (id=8) [Deviceb'Device - 6']"
"1645","104.970630879","192.168.15.3","192.168.15.4","MQTT","70","","8","1883","39137","Publish Ack (id=8)"
"1647","104.973383889","192.168.15.4","192.168.15.3","MQTT","348","Deviceb'Device - 4'","9","42513","1883","Publish Message (id=9) [Deviceb'Device - 4']"
"1648","104.975641244","192.168.15.4","192.168.15.3","MQTT","349","Deviceb'Device - 10'","8","44971","1883","Publish Message (id=8) [Deviceb'Device - 10']"
"1649","104.976158731","192.168.15.3","192.168.15.4","MQTT","70","","9","1883","42513","Publish Ack (id=9)"
"1651","104.979535069","192.168.15.3","192.168.15.4","MQTT","70","","8","1883","44971","Publish Ack (id=8)"
"1653","104.980995779","192.168.15.4","192.168.15.3","MQTT","348","Deviceb'Device - 2'","9","37737","1883","Publish Message (id=9) [Deviceb'Device - 2']"
"1654","104.982099404","192.168.15.4","192.168.15.3","MQTT","348","Deviceb'Device - 3'","9","38983","1883","Publish Message (id=9) [Deviceb'Device - 3']"
"1655","104.982234178","192.168.15.3","192.168.15.4","MQTT","70","","9","1883","37737","Publish Ack (id=9)"
"1657","104.983988162","192.168.15.4","192.168.15.3","MQTT","348","Deviceb'Device - 5'","9","60773","1883","Publish Message (id=9) [Deviceb'Device - 5']"
"1658","104.984141351","192.168.15.4","192.168.15.3","MQTT","348","Deviceb'Device - 1'","9","41817","1883","Publish Message (id=9) [Deviceb'Device - 1']"
"1659","104.984821376","192.168.15.3","192.168.15.4","MQTT","70","","9","1883","38983","Publish Ack (id=9)"
"1661","104.986587713","192.168.15.4","192.168.15.3","MQTT","348","Deviceb'Device - 7'","8","46211","1883","Publish Message (id=8) [Deviceb'Device - 7']"
"1662","104.986630413","192.168.15.3","192.168.15.4","MQTT","70","","9","1883","60773","Publish Ack (id=9)"
"1664","104.986756010","192.168.15.4","192.168.15.3","MQTT","348","Deviceb'Device - 8'","8","43849","1883","Publish Message (id=8) [Deviceb'Device - 8']"
"1665","104.986884153","192.168.15.4","192.168.15.3","MQTT","348","Deviceb'Device - 9'","8","49821","1883","Publish Message (id=8) [Deviceb'Device - 9']"
"1666","104.986970165","192.168.15.3","192.168.15.4","MQTT","70","","9","1883","41817","Publish Ack (id=9)"
"1668","104.989272043","192.168.15.3","192.168.15.4","MQTT","70","","8","1883","46211","Publish Ack (id=8)"
"1670","104.989638486","192.168.15.3","192.168.15.4","MQTT","70","","8","1883","43849","Publish Ack (id=8)"
"1672","104.989650779","192.168.15.3","192.168.15.4","MQTT","70","","8","1883","49821","Publish Ack (id=8)"
"1678","105.973016548","192.168.15.4","192.168.15.3","MQTT","348","Deviceb'Device - 6'","9","39137","1883","Publish Message (id=9) [Deviceb'Device - 6']"
"1679","105.975907509","192.168.15.3","192.168.15.4","MQTT","70","","9","1883","39137","Publish Ack (id=9)"
"1681","105.978536666","192.168.15.4","192.168.15.3","MQTT","348","Deviceb'Device - 4'","10","42513","1883","Publish Message (id=10) [Deviceb'Device - 4']"
"1682","105.981219784","192.168.15.3","192.168.15.4","MQTT","70","","10","1883","42513","Publish Ack (id=10)"
"1684","105.981869181","192.168.15.4","192.168.15.3","MQTT","349","Deviceb'Device - 10'","9","44971","1883","Publish Message (id=9) [Deviceb'Device - 10']"
"1685","105.983929303","192.168.15.3","192.168.15.4","MQTT","70","","9","1883","44971","Publish Ack (id=9)"
"1687","105.986614816","192.168.15.4","192.168.15.3","MQTT","348","Deviceb'Device - 2'","10","37737","1883","Publish Message (id=10) [Deviceb'Device - 2']"
"1688","105.989216310","192.168.15.3","192.168.15.4","MQTT","70","","10","1883","37737","Publish Ack (id=10)"
"1690","105.990587421","192.168.15.4","192.168.15.3","MQTT","348","Deviceb'Device - 3'","10","38983","1883","Publish Message (id=10) [Deviceb'Device - 3']"
"1691","105.990770537","192.168.15.4","192.168.15.3","MQTT","348","Deviceb'Device - 5'","10","60773","1883","Publish Message (id=10) [Deviceb'Device - 5']"
"1692","105.990911252","192.168.15.4","192.168.15.3","MQTT","348","Deviceb'Device - 1'","10","41817","1883","Publish Message (id=10) [Deviceb'Device - 1']"
"1693","105.991896974","192.168.15.3","192.168.15.4","MQTT","70","","10","1883","38983","Publish Ack (id=10)"
"1695","105.993487910","192.168.15.3","192.168.15.4","MQTT","70","","10","1883","60773","Publish Ack (id=10)"
"1697","105.993809257","192.168.15.4","192.168.15.3","MQTT","348","Deviceb'Device - 7'","9","46211","1883","Publish Message (id=9) [Deviceb'Device - 7']"
"1698","105.993818064","192.168.15.3","192.168.15.4","MQTT","70","","10","1883","41817","Publish Ack (id=10)"
"1700","105.994011068","192.168.15.4","192.168.15.3","MQTT","348","Deviceb'Device - 9'","9","49821","1883","Publish Message (id=9) [Deviceb'Device - 9']"
"1701","105.994157244","192.168.15.4","192.168.15.3","MQTT","348","Deviceb'Device - 8'","9","43849","1883","Publish Message (id=9) [Deviceb'Device - 8']"
"1702","105.996745093","192.168.15.3","192.168.15.4","MQTT","70","","9","1883","46211","Publish Ack (id=9)"
"1704","105.997133547","192.168.15.3","192.168.15.4","MQTT","70","","9","1883","49821","Publish Ack (id=9)"
"1706","105.997148996","192.168.15.3","192.168.15.4","MQTT","70","","9","1883","43849","Publish Ack (id=9)"
"1712","106.977788475","192.168.15.4","192.168.15.3","MQTT","348","Deviceb'Device - 6'","10","39137","1883","Publish Message (id=10) [Deviceb'Device - 6']"
"1713","106.980471643","192.168.15.3","192.168.15.4","MQTT","70","","10","1883","39137","Publish Ack (id=10)"
