"No.","Time","Source","Destination","Protocol","Length","Topic","Message Identifier","Source Port","Destination Port","Info"
"1147","41.424784026","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 5'","21","49941","1883","Publish Message (id=21) [Deviceb'Device - 5']"
"1148","41.424932488","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 2'","21","37215","1883","Publish Message (id=21) [Deviceb'Device - 2']"
"1149","41.427297252","192.168.15.3","192.168.15.4","MQTT","70","","21","1883","59967","Publish Ack (id=21)"
"1151","41.427297623","192.168.15.3","192.168.15.4","MQTT","70","","21","1883","49941","Publish Ack (id=21)"
"1153","41.427656695","192.168.15.3","192.168.15.4","MQTT","70","","21","1883","37215","Publish Ack (id=21)"
"1155","41.433635648","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 4'","21","60501","1883","Publish Message (id=21) [Deviceb'Device - 4']"
"1156","41.434668110","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","21","36061","1883","Publish Message (id=21) [Deviceb'Device - 1']"
"1157","41.438615773","192.168.15.3","192.168.15.4","MQTT","70","","21","1883","60501","Publish Ack (id=21)"
"1159","41.438616093","192.168.15.3","192.168.15.4","MQTT","70","","21","1883","36061","Publish Ack (id=21)"
"1165","42.429644222","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 5'","22","49941","1883","Publish Message (id=22) [Deviceb'Device - 5']"
"1166","42.431322321","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 3'","22","59967","1883","Publish Message (id=22) [Deviceb'Device - 3']"
"1167","42.431468489","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 2'","22","37215","1883","Publish Message (id=22) [Deviceb'Device - 2']"
"1168","42.432299168","192.168.15.3","192.168.15.4","MQTT","70","","22","1883","49941","Publish Ack (id=22)"
"1170","42.434200592","192.168.15.3","192.168.15.4","MQTT","70","","22","1883","59967","Publish Ack (id=22)"
"1172","42.434215820","192.168.15.3","192.168.15.4","MQTT","70","","22","1883","37215","Publish Ack (id=22)"
"1174","42.441730492","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 4'","22","60501","1883","Publish Message (id=22) [Deviceb'Device - 4']"
"1175","42.441893080","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","22","36061","1883","Publish Message (id=22) [Deviceb'Device - 1']"
"1176","42.458539286","192.168.15.3","192.168.15.4","MQTT","70","","22","1883","60501","Publish Ack (id=22)"
"1178","42.458568151","192.168.15.3","192.168.15.4","MQTT","70","","22","1883","36061","Publish Ack (id=22)"
"1188","43.434157345","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 5'","23","49941","1883","Publish Message (id=23) [Deviceb'Device - 5']"
"1189","43.436747257","192.168.15.3","192.168.15.4","MQTT","70","","23","1883","49941","Publish Ack (id=23)"
"1191","43.437022330","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 3'","23","59967","1883","Publish Message (id=23) [Deviceb'Device - 3']"
"1192","43.437190479","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 2'","23","37215","1883","Publish Message (id=23) [Deviceb'Device - 2']"
"1193","43.439383297","192.168.15.3","192.168.15.4","MQTT","70","","23","1883","59967","Publish Ack (id=23)"
"1195","43.439405940","192.168.15.3","192.168.15.4","MQTT","70","","23","1883","37215","Publish Ack (id=23)"
"1197","43.460248660","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 4'","23","60501","1883","Publish Message (id=23) [Deviceb'Device - 4']"
"1198","43.461237339","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","23","36061","1883","Publish Message (id=23) [Deviceb'Device - 1']"
"1199","43.465331319","192.168.15.3","192.168.15.4","MQTT","70","","23","1883","60501","Publish Ack (id=23)"
"1201","43.465673359","192.168.15.3","192.168.15.4","MQTT","70","","23","1883","36061","Publish Ack (id=23)"
"1207","44.439492497","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 5'","24","49941","1883","Publish Message (id=24) [Deviceb'Device - 5']"
"1208","44.442167701","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 3'","24","59967","1883","Publish Message (id=24) [Deviceb'Device - 3']"
"1209","44.442232484","192.168.15.3","192.168.15.4","MQTT","70","","24","1883","49941","Publish Ack (id=24)"
"1211","44.442309250","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 2'","24","37215","1883","Publish Message (id=24) [Deviceb'Device - 2']"
"1212","44.444868774","192.168.15.3","192.168.15.4","MQTT","70","","24","1883","59967","Publish Ack (id=24)"
"1214","44.445299002","192.168.15.3","192.168.15.4","MQTT","70","","24","1883","37215","Publish Ack (id=24)"
"1216","44.467166959","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 4'","24","60501","1883","Publish Message (id=24) [Deviceb'Device - 4']"
"1217","44.468047793","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","24","36061","1883","Publish Message (id=24) [Deviceb'Device - 1']"
"1218","44.472166119","192.168.15.3","192.168.15.4","MQTT","70","","24","1883","60501","Publish Ack (id=24)"
"1220","44.472592550","192.168.15.3","192.168.15.4","MQTT","70","","24","1883","36061","Publish Ack (id=24)"
"1229","45.444585759","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 5'","25","49941","1883","Publish Message (id=25) [Deviceb'Device - 5']"
"1230","45.446661173","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 3'","25","59967","1883","Publish Message (id=25) [Deviceb'Device - 3']"
"1231","45.447210396","192.168.15.3","192.168.15.4","MQTT","70","","25","1883","49941","Publish Ack (id=25)"
"1233","45.447508974","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 2'","25","37215","1883","Publish Message (id=25) [Deviceb'Device - 2']"
"1234","45.449274970","192.168.15.3","192.168.15.4","MQTT","70","","25","1883","59967","Publish Ack (id=25)"
"1236","45.449684548","192.168.15.3","192.168.15.4","MQTT","70","","25","1883","37215","Publish Ack (id=25)"
"1238","45.474818300","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 4'","25","60501","1883","Publish Message (id=25) [Deviceb'Device - 4']"
"1239","45.474988002","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","25","36061","1883","Publish Message (id=25) [Deviceb'Device - 1']"
"1240","45.479926637","192.168.15.3","192.168.15.4","MQTT","70","","25","1883","60501","Publish Ack (id=25)"
"1242","45.480337889","192.168.15.3","192.168.15.4","MQTT","70","","25","1883","36061","Publish Ack (id=25)"
"1248","46.450182774","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 5'","26","49941","1883","Publish Message (id=26) [Deviceb'Device - 5']"
"1249","46.451691260","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 3'","26","59967","1883","Publish Message (id=26) [Deviceb'Device - 3']"
"1250","46.451833791","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 2'","26","37215","1883","Publish Message (id=26) [Deviceb'Device - 2']"
"1251","46.454466454","192.168.15.3","192.168.15.4","MQTT","70","","26","1883","49941","Publish Ack (id=26)"
"1253","46.454945754","192.168.15.3","192.168.15.4","MQTT","70","","26","1883","59967","Publish Ack (id=26)"
"1255","46.454958398","192.168.15.3","192.168.15.4","MQTT","70","","26","1883","37215","Publish Ack (id=26)"
"1257","46.482420604","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 4'","26","60501","1883","Publish Message (id=26) [Deviceb'Device - 4']"
"1258","46.482570349","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","26","36061","1883","Publish Message (id=26) [Deviceb'Device - 1']"
"1259","46.487490879","192.168.15.3","192.168.15.4","MQTT","70","","26","1883","60501","Publish Ack (id=26)"
"1261","46.487882523","192.168.15.3","192.168.15.4","MQTT","70","","26","1883","36061","Publish Ack (id=26)"
"1292","47.458272592","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 5'","27","49941","1883","Publish Message (id=27) [Deviceb'Device - 5']"
"1293","47.458446332","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 2'","27","37215","1883","Publish Message (id=27) [Deviceb'Device - 2']"
"1296","47.458590727","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 3'","27","59967","1883","Publish Message (id=27) [Deviceb'Device - 3']"
"1297","47.461046283","192.168.15.3","192.168.15.4","MQTT","70","","27","1883","49941","Publish Ack (id=27)"
"1299","47.461046634","192.168.15.3","192.168.15.4","MQTT","70","","27","1883","37215","Publish Ack (id=27)"
"1301","47.461370519","192.168.15.3","192.168.15.4","MQTT","70","","27","1883","59967","Publish Ack (id=27)"
"1303","47.489040749","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 4'","27","60501","1883","Publish Message (id=27) [Deviceb'Device - 4']"
"1304","47.489877839","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","27","36061","1883","Publish Message (id=27) [Deviceb'Device - 1']"
"1305","47.494222716","192.168.15.3","192.168.15.4","MQTT","70","","27","1883","60501","Publish Ack (id=27)"
"1307","47.494223066","192.168.15.3","192.168.15.4","MQTT","70","","27","1883","36061","Publish Ack (id=27)"
"1325","48.462790712","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 5'","28","49941","1883","Publish Message (id=28) [Deviceb'Device - 5']"
"1326","48.464312514","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 3'","28","59967","1883","Publish Message (id=28) [Deviceb'Device - 3']"
"1327","48.464454033","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 2'","28","37215","1883","Publish Message (id=28) [Deviceb'Device - 2']"
"1328","48.467818706","192.168.15.3","192.168.15.4","MQTT","70","","28","1883","49941","Publish Ack (id=28)"
"1330","48.467840307","192.168.15.3","192.168.15.4","MQTT","70","","28","1883","59967","Publish Ack (id=28)"
"1332","48.467840367","192.168.15.3","192.168.15.4","MQTT","70","","28","1883","37215","Publish Ack (id=28)"
"1334","48.496852104","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 4'","28","60501","1883","Publish Message (id=28) [Deviceb'Device - 4']"
"1335","48.497028990","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","28","36061","1883","Publish Message (id=28) [Deviceb'Device - 1']"
"1336","48.503210847","192.168.15.3","192.168.15.4","MQTT","70","","28","1883","60501","Publish Ack (id=28)"
"1338","48.504184367","192.168.15.3","192.168.15.4","MQTT","70","","28","1883","36061","Publish Ack (id=28)"
"1351","49.471666398","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 2'","29","37215","1883","Publish Message (id=29) [Deviceb'Device - 2']"
"1352","49.471873942","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 5'","29","49941","1883","Publish Message (id=29) [Deviceb'Device - 5']"
"1353","49.472027013","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 3'","29","59967","1883","Publish Message (id=29) [Deviceb'Device - 3']"
"1354","49.476757872","192.168.15.3","192.168.15.4","MQTT","70","","29","1883","37215","Publish Ack (id=29)"
"1356","49.476758363","192.168.15.3","192.168.15.4","MQTT","70","","29","1883","49941","Publish Ack (id=29)"
"1358","49.477143064","192.168.15.3","192.168.15.4","MQTT","70","","29","1883","59967","Publish Ack (id=29)"
"1360","49.505411517","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 4'","29","60501","1883","Publish Message (id=29) [Deviceb'Device - 4']"
"1361","49.506474457","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","29","36061","1883","Publish Message (id=29) [Deviceb'Device - 1']"
"1362","49.510588394","192.168.15.3","192.168.15.4","MQTT","70","","29","1883","60501","Publish Ack (id=29)"
"1364","49.511003673","192.168.15.3","192.168.15.4","MQTT","70","","29","1883","36061","Publish Ack (id=29)"
"1374","50.480720539","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 5'","30","49941","1883","Publish Message (id=30) [Deviceb'Device - 5']"
"1375","50.480894980","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 3'","30","59967","1883","Publish Message (id=30) [Deviceb'Device - 3']"
"1376","50.481039144","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 2'","30","37215","1883","Publish Message (id=30) [Deviceb'Device - 2']"
"1377","50.483388117","192.168.15.3","192.168.15.4","MQTT","70","","30","1883","49941","Publish Ack (id=30)"
"1379","50.483797184","192.168.15.3","192.168.15.4","MQTT","70","","30","1883","59967","Publish Ack (id=30)"
"1381","50.483817623","192.168.15.3","192.168.15.4","MQTT","70","","30","1883","37215","Publish Ack (id=30)"
"1383","50.513850488","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 4'","30","60501","1883","Publish Message (id=30) [Deviceb'Device - 4']"
"1384","50.514098730","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","30","36061","1883","Publish Message (id=30) [Deviceb'Device - 1']"
"1385","50.518963994","192.168.15.3","192.168.15.4","MQTT","70","","30","1883","60501","Publish Ack (id=30)"
"1387","50.519033306","192.168.15.3","192.168.15.4","MQTT","70","","30","1883","36061","Publish Ack (id=30)"
"1393","51.487409525","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 5'","31","49941","1883","Publish Message (id=31) [Deviceb'Device - 5']"
"1394","51.487584638","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 3'","31","59967","1883","Publish Message (id=31) [Deviceb'Device - 3']"
"1395","51.487733300","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 2'","31","37215","1883","Publish Message (id=31) [Deviceb'Device - 2']"
"1396","51.490055793","192.168.15.3","192.168.15.4","MQTT","70","","31","1883","49941","Publish Ack (id=31)"
"1398","51.490525355","192.168.15.3","192.168.15.4","MQTT","70","","31","1883","59967","Publish Ack (id=31)"
"1400","51.490551214","192.168.15.3","192.168.15.4","MQTT","70","","31","1883","37215","Publish Ack (id=31)"
"1402","51.522397683","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 4'","31","60501","1883","Publish Message (id=31) [Deviceb'Device - 4']"
"1403","51.522566233","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","31","36061","1883","Publish Message (id=31) [Deviceb'Device - 1']"
"1404","51.527438611","192.168.15.3","192.168.15.4","MQTT","70","","31","1883","60501","Publish Ack (id=31)"
"1406","51.527863828","192.168.15.3","192.168.15.4","MQTT","70","","31","1883","36061","Publish Ack (id=31)"
"1414","52.494221614","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 5'","32","49941","1883","Publish Message (id=32) [Deviceb'Device - 5']"
"1415","52.494402267","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 3'","32","59967","1883","Publish Message (id=32) [Deviceb'Device - 3']"
"1416","52.494555879","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 2'","32","37215","1883","Publish Message (id=32) [Deviceb'Device - 2']"
"1417","52.496930921","192.168.15.3","192.168.15.4","MQTT","70","","32","1883","49941","Publish Ack (id=32)"
"1419","52.496979463","192.168.15.3","192.168.15.4","MQTT","70","","32","1883","59967","Publish Ack (id=32)"
"1421","52.497367170","192.168.15.3","192.168.15.4","MQTT","70","","32","1883","37215","Publish Ack (id=32)"
"1423","52.529426030","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 4'","32","60501","1883","Publish Message (id=32) [Deviceb'Device - 4']"
"1424","52.530337562","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","32","36061","1883","Publish Message (id=32) [Deviceb'Device - 1']"
"1425","52.534487667","192.168.15.3","192.168.15.4","MQTT","70","","32","1883","60501","Publish Ack (id=32)"
"1427","52.534514437","192.168.15.3","192.168.15.4","MQTT","70","","32","1883","36061","Publish Ack (id=32)"
"1436","53.499046283","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 3'","33","59967","1883","Publish Message (id=33) [Deviceb'Device - 3']"
"1437","53.500631023","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 5'","33","49941","1883","Publish Message (id=33) [Deviceb'Device - 5']"
"1438","53.500782982","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 2'","33","37215","1883","Publish Message (id=33) [Deviceb'Device - 2']"
"1439","53.503353716","192.168.15.3","192.168.15.4","MQTT","70","","33","1883","59967","Publish Ack (id=33)"
"1441","53.503796698","192.168.15.3","192.168.15.4","MQTT","70","","33","1883","49941","Publish Ack (id=33)"
"1443","53.503830502","192.168.15.3","192.168.15.4","MQTT","70","","33","1883","37215","Publish Ack (id=33)"
"1445","53.537905811","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","33","36061","1883","Publish Message (id=33) [Deviceb'Device - 1']"
"1446","53.538089410","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 4'","33","60501","1883","Publish Message (id=33) [Deviceb'Device - 4']"
"1447","53.543046007","192.168.15.3","192.168.15.4","MQTT","70","","33","1883","36061","Publish Ack (id=33)"
"1449","53.543046208","192.168.15.3","192.168.15.4","MQTT","70","","33","1883","60501","Publish Ack (id=33)"
"1460","54.506279327","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 3'","34","59967","1883","Publish Message (id=34) [Deviceb'Device - 3']"
"1461","54.506432749","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 2'","34","37215","1883","Publish Message (id=34) [Deviceb'Device - 2']"
"1462","54.507473566","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 5'","34","49941","1883","Publish Message (id=34) [Deviceb'Device - 5']"
"1463","54.530115142","192.168.15.3","192.168.15.4","MQTT","70","","34","1883","59967","Publish Ack (id=34)"
"1465","54.530162652","192.168.15.3","192.168.15.4","MQTT","70","","34","1883","37215","Publish Ack (id=34)"
"1467","54.530162702","192.168.15.3","192.168.15.4","MQTT","70","","34","1883","49941","Publish Ack (id=34)"
"1469","54.546363921","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 4'","34","60501","1883","Publish Message (id=34) [Deviceb'Device - 4']"
"1470","54.546534535","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","34","36061","1883","Publish Message (id=34) [Deviceb'Device - 1']"
"1471","54.552551226","192.168.15.3","192.168.15.4","MQTT","70","","34","1883","60501","Publish Ack (id=34)"
"1473","54.552600890","192.168.15.3","192.168.15.4","MQTT","70","","34","1883","36061","Publish Ack (id=34)"
"1489","55.534520499","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 5'","35","49941","1883","Publish Message (id=35) [Deviceb'Device - 5']"
"1490","55.534692245","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 3'","35","59967","1883","Publish Message (id=35) [Deviceb'Device - 3']"
"1491","55.534842961","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 2'","35","37215","1883","Publish Message (id=35) [Deviceb'Device - 2']"
"1492","55.537739184","192.168.15.3","192.168.15.4","MQTT","70","","35","1883","49941","Publish Ack (id=35)"
"1494","55.537739544","192.168.15.3","192.168.15.4","MQTT","70","","35","1883","59967","Publish Ack (id=35)"
"1496","55.537775142","192.168.15.3","192.168.15.4","MQTT","70","","35","1883","37215","Publish Ack (id=35)"
"1499","55.555762584","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 4'","35","60501","1883","Publish Message (id=35) [Deviceb'Device - 4']"
"1500","55.555927337","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","35","36061","1883","Publish Message (id=35) [Deviceb'Device - 1']"
"1501","55.560901146","192.168.15.3","192.168.15.4","MQTT","70","","35","1883","60501","Publish Ack (id=35)"
"1503","55.561249107","192.168.15.3","192.168.15.4","MQTT","70","","35","1883","36061","Publish Ack (id=35)"
"1510","56.540666252","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 3'","36","59967","1883","Publish Message (id=36) [Deviceb'Device - 3']"
"1511","56.540841956","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 5'","36","49941","1883","Publish Message (id=36) [Deviceb'Device - 5']"
"1512","56.541850141","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 2'","36","37215","1883","Publish Message (id=36) [Deviceb'Device - 2']"
"1513","56.543570860","192.168.15.3","192.168.15.4","MQTT","70","","36","1883","59967","Publish Ack (id=36)"
"1515","56.543915224","192.168.15.3","192.168.15.4","MQTT","70","","36","1883","49941","Publish Ack (id=36)"
"1517","56.544296398","192.168.15.3","192.168.15.4","MQTT","70","","36","1883","37215","Publish Ack (id=36)"
"1519","56.564089710","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 4'","36","60501","1883","Publish Message (id=36) [Deviceb'Device - 4']"
"1520","56.564253471","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","36","36061","1883","Publish Message (id=36) [Deviceb'Device - 1']"
"1521","56.569153439","192.168.15.3","192.168.15.4","MQTT","70","","36","1883","60501","Publish Ack (id=36)"
"1523","56.569173658","192.168.15.3","192.168.15.4","MQTT","70","","36","1883","36061","Publish Ack (id=36)"
"1541","57.545739798","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 3'","37","59967","1883","Publish Message (id=37) [Deviceb'Device - 3']"
"1542","57.547647622","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 5'","37","49941","1883","Publish Message (id=37) [Deviceb'Device - 5']"
"1543","57.547846430","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 2'","37","37215","1883","Publish Message (id=37) [Deviceb'Device - 2']"
"1544","57.548441330","192.168.15.3","192.168.15.4","MQTT","70","","37","1883","59967","Publish Ack (id=37)"
"1546","57.550274743","192.168.15.3","192.168.15.4","MQTT","70","","37","1883","49941","Publish Ack (id=37)"
"1548","57.550644205","192.168.15.3","192.168.15.4","MQTT","70","","37","1883","37215","Publish Ack (id=37)"
"1550","57.571946031","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 4'","37","60501","1883","Publish Message (id=37) [Deviceb'Device - 4']"
"1551","57.572134619","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","37","36061","1883","Publish Message (id=37) [Deviceb'Device - 1']"
"1552","57.577626923","192.168.15.3","192.168.15.4","MQTT","70","","37","1883","60501","Publish Ack (id=37)"
"1554","57.577945788","192.168.15.3","192.168.15.4","MQTT","70","","37","1883","36061","Publish Ack (id=37)"
"1561","58.550618062","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 3'","38","59967","1883","Publish Message (id=38) [Deviceb'Device - 3']"
"1562","58.551761164","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 5'","38","49941","1883","Publish Message (id=38) [Deviceb'Device - 5']"
"1563","58.552756755","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 2'","38","37215","1883","Publish Message (id=38) [Deviceb'Device - 2']"
"1564","58.555410035","192.168.15.3","192.168.15.4","MQTT","70","","38","1883","59967","Publish Ack (id=38)"
"1566","58.555788544","192.168.15.3","192.168.15.4","MQTT","70","","38","1883","49941","Publish Ack (id=38)"
"1568","58.555805186","192.168.15.3","192.168.15.4","MQTT","70","","38","1883","37215","Publish Ack (id=38)"
"1570","58.580434081","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 4'","38","60501","1883","Publish Message (id=38) [Deviceb'Device - 4']"
"1571","58.580593995","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","38","36061","1883","Publish Message (id=38) [Deviceb'Device - 1']"
"1572","58.585478994","192.168.15.3","192.168.15.4","MQTT","70","","38","1883","60501","Publish Ack (id=38)"
"1574","58.585865338","192.168.15.3","192.168.15.4","MQTT","70","","38","1883","36061","Publish Ack (id=38)"
"1590","59.558257972","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 3'","39","59967","1883","Publish Message (id=39) [Deviceb'Device - 3']"
"1591","59.558421423","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 2'","39","37215","1883","Publish Message (id=39) [Deviceb'Device - 2']"
"1592","59.559361228","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 5'","39","49941","1883","Publish Message (id=39) [Deviceb'Device - 5']"
"1593","59.563368491","192.168.15.3","192.168.15.4","MQTT","70","","39","1883","59967","Publish Ack (id=39)"
"1595","59.563815780","192.168.15.3","192.168.15.4","MQTT","70","","39","1883","37215","Publish Ack (id=39)"
"1597","59.563832081","192.168.15.3","192.168.15.4","MQTT","70","","39","1883","49941","Publish Ack (id=39)"
"1599","59.588478769","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 4'","39","60501","1883","Publish Message (id=39) [Deviceb'Device - 4']"
"1600","59.588656065","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","39","36061","1883","Publish Message (id=39) [Deviceb'Device - 1']"
"1601","59.593535665","192.168.15.3","192.168.15.4","MQTT","70","","39","1883","60501","Publish Ack (id=39)"
"1603","59.594472124","192.168.15.3","192.168.15.4","MQTT","70","","39","1883","36061","Publish Ack (id=39)"
"1614","60.567500705","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 3'","40","59967","1883","Publish Message (id=40) [Deviceb'Device - 3']"
"1615","60.567679445","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 2'","40","37215","1883","Publish Message (id=40) [Deviceb'Device - 2']"
"1616","60.567830502","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 5'","40","49941","1883","Publish Message (id=40) [Deviceb'Device - 5']"
"1617","60.570299732","192.168.15.3","192.168.15.4","MQTT","70","","40","1883","59967","Publish Ack (id=40)"
"1619","60.570737754","192.168.15.3","192.168.15.4","MQTT","70","","40","1883","37215","Publish Ack (id=40)"
"1621","60.570753434","192.168.15.3","192.168.15.4","MQTT","70","","40","1883","49941","Publish Ack (id=40)"
"1625","60.595704579","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 4'","40","60501","1883","Publish Message (id=40) [Deviceb'Device - 4']"
"1626","60.596721260","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","40","36061","1883","Publish Message (id=40) [Deviceb'Device - 1']"
"1627","60.601689758","192.168.15.3","192.168.15.4","MQTT","70","","40","1883","60501","Publish Ack (id=40)"
"1629","60.601690058","192.168.15.3","192.168.15.4","MQTT","70","","40","1883","36061","Publish Ack (id=40)"
"1639","61.573402032","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 3'","41","59967","1883","Publish Message (id=41) [Deviceb'Device - 3']"
"1640","61.573560153","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 2'","41","37215","1883","Publish Message (id=41) [Deviceb'Device - 2']"
"1641","61.574455834","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 5'","41","49941","1883","Publish Message (id=41) [Deviceb'Device - 5']"
"1642","61.576102091","192.168.15.3","192.168.15.4","MQTT","70","","41","1883","59967","Publish Ack (id=41)"
"1644","61.576471423","192.168.15.3","192.168.15.4","MQTT","70","","41","1883","37215","Publish Ack (id=41)"
"1646","61.576513032","192.168.15.3","192.168.15.4","MQTT","70","","41","1883","49941","Publish Ack (id=41)"
"1651","61.604227294","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 1'","41","36061","1883","Publish Message (id=41) [Deviceb'Device - 1']"
"1652","61.604384963","192.168.15.4","192.168.15.3","MQTT","97","Deviceb'Device - 4'","41","60501","1883","Publish Message (id=41) [Deviceb'Device - 4']"
"1653","61.607424096","192.168.15.3","192.168.15.4","MQTT","70","","41","1883","36061","Publish Ack (id=41)"
