"No.","Time","Source","Destination","Protocol","Length","Info"
"164","6.773386734","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"165","6.773478368","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"170","6.776183681","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"171","6.776305141","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"176","6.778768225","192.168.15.4","192.168.15.3","MQTT","171","Publish Message (id=1) [Deviceb'Device - 1']"
"177","6.779113569","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"180","6.781291543","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=1)"
"182","6.781571524","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"198","7.785566016","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"200","7.788460087","192.168.15.4","192.168.15.3","MQTT","171","Publish Message (id=2) [Deviceb'Device - 1']"
"201","7.788832923","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"204","7.790910958","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=2)"
"206","7.791826261","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"221","8.796071476","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"223","8.798940690","192.168.15.4","192.168.15.3","MQTT","171","Publish Message (id=3) [Deviceb'Device - 1']"
"224","8.799296894","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"227","8.801383847","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=3)"
"229","8.802073102","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"241","9.806575270","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"243","9.809385712","192.168.15.4","192.168.15.3","MQTT","171","Publish Message (id=4) [Deviceb'Device - 1']"
"244","9.809730916","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"247","9.811849818","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=4)"
"249","9.812710418","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"261","10.817297873","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"263","10.828648818","192.168.15.4","192.168.15.3","MQTT","171","Publish Message (id=5) [Deviceb'Device - 1']"
"264","10.829029539","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"267","10.840241110","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=5)"
"269","10.840782856","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"307","11.844974240","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"309","11.847869413","192.168.15.4","192.168.15.3","MQTT","171","Publish Message (id=6) [Deviceb'Device - 1']"
"311","11.852269655","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"313","11.854673898","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=6)"
"315","11.855230081","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"323","12.859586314","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"325","12.862449597","192.168.15.4","192.168.15.3","MQTT","171","Publish Message (id=7) [Deviceb'Device - 1']"
"326","12.862855766","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"329","12.866109557","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=7)"
"331","12.866679146","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"347","13.873114272","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"349","13.876836801","192.168.15.4","192.168.15.3","MQTT","171","Publish Message (id=8) [Deviceb'Device - 1']"
"350","13.877244844","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"353","13.879569386","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=8)"
"355","13.880116813","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"367","14.883887098","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"369","14.886790286","192.168.15.4","192.168.15.3","MQTT","171","Publish Message (id=9) [Deviceb'Device - 1']"
"370","14.887201394","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"373","14.889667534","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=9)"
"375","14.890248765","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"391","15.894646817","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"393","15.897503396","192.168.15.4","192.168.15.3","MQTT","171","Publish Message (id=10) [Deviceb'Device - 1']"
"394","15.897894497","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"397","15.900285615","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=10)"
"399","15.900878628","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"412","16.905220128","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"414","16.908148583","192.168.15.4","192.168.15.3","MQTT","171","Publish Message (id=11) [Deviceb'Device - 1']"
"416","16.912575817","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"418","16.914895520","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=11)"
"420","16.915428519","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"436","17.919035555","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"438","17.922857302","192.168.15.4","192.168.15.3","MQTT","171","Publish Message (id=12) [Deviceb'Device - 1']"
"439","17.923673156","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"442","17.926089893","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=12)"
"444","17.926586654","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"456","18.930765249","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"458","18.933629482","192.168.15.4","192.168.15.3","MQTT","171","Publish Message (id=13) [Deviceb'Device - 1']"
"459","18.934036443","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"462","18.936465292","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=13)"
"464","18.937197769","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"476","19.941093135","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"478","19.944083577","192.168.15.4","192.168.15.3","MQTT","171","Publish Message (id=14) [Deviceb'Device - 1']"
"479","19.944491720","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"482","19.946915590","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=14)"
"484","19.947236959","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"502","20.951105560","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"504","20.953922023","192.168.15.4","192.168.15.3","MQTT","171","Publish Message (id=15) [Deviceb'Device - 1']"
"505","20.954368398","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"508","20.956525343","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=15)"
"510","20.957037202","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"522","21.961320917","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"524","21.965949201","192.168.15.4","192.168.15.3","MQTT","171","Publish Message (id=16) [Deviceb'Device - 1']"
"526","21.973003429","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"528","21.975358398","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=16)"
"530","21.975889614","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"546","22.980454357","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"548","22.982764071","192.168.15.4","192.168.15.3","MQTT","171","Publish Message (id=17) [Deviceb'Device - 1']"
"549","22.983601767","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"552","22.986216919","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=17)"
"554","22.986641714","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"571","23.991058180","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"573","23.993775316","192.168.15.4","192.168.15.3","MQTT","171","Publish Message (id=18) [Deviceb'Device - 1']"
"574","23.994205250","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"577","23.996601337","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=18)"
"579","23.997279742","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"592","25.001616296","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"594","25.004447788","192.168.15.4","192.168.15.3","MQTT","171","Publish Message (id=19) [Deviceb'Device - 1']"
"595","25.004898010","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"598","25.007360092","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=19)"
"600","25.008036223","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"616","26.012211508","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"618","26.015050183","192.168.15.4","192.168.15.3","MQTT","171","Publish Message (id=20) [Deviceb'Device - 1']"
"619","26.015466712","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"622","26.017929165","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=20)"
"624","26.018762102","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"637","27.023613755","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"639","27.026495663","192.168.15.4","192.168.15.3","MQTT","171","Publish Message (id=21) [Deviceb'Device - 1']"
"641","27.030269479","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"643","27.032702726","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=21)"
"645","27.033724601","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"661","28.037691363","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"663","28.040533064","192.168.15.4","192.168.15.3","MQTT","171","Publish Message (id=22) [Deviceb'Device - 1']"
"664","28.040961024","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"667","28.043470326","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=22)"
"669","28.043923033","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"681","29.047782250","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"683","29.050595036","192.168.15.4","192.168.15.3","MQTT","171","Publish Message (id=23) [Deviceb'Device - 1']"
"684","29.050994543","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"687","29.053469960","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=23)"
"689","29.054164355","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"707","30.058408596","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"709","30.096856451","192.168.15.4","192.168.15.3","MQTT","171","Publish Message (id=24) [Deviceb'Device - 1']"
"710","30.097273250","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"713","30.099791449","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=24)"
"715","30.100539105","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"729","31.105110120","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"731","31.107225807","192.168.15.4","192.168.15.3","MQTT","171","Publish Message (id=25) [Deviceb'Device - 1']"
"732","31.107636093","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"735","31.110057429","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=25)"
"737","31.110732537","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"751","32.116254317","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"753","32.123148823","192.168.15.4","192.168.15.3","MQTT","171","Publish Message (id=26) [Deviceb'Device - 1']"
"754","32.125229753","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"757","32.127620861","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=26)"
"759","32.128282795","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"775","33.132314967","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"777","33.135100902","192.168.15.4","192.168.15.3","MQTT","171","Publish Message (id=27) [Deviceb'Device - 1']"
"778","33.135474981","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"781","33.137879975","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=27)"
"783","33.138684999","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"794","34.143426938","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"796","34.145944616","192.168.15.4","192.168.15.3","MQTT","171","Publish Message (id=28) [Deviceb'Device - 1']"
"797","34.146349232","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"801","34.149068280","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=28)"
"803","34.149834762","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"815","35.153797431","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"817","35.156744111","192.168.15.4","192.168.15.3","MQTT","171","Publish Message (id=29) [Deviceb'Device - 1']"
"818","35.157148236","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"821","35.159634163","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=29)"
"823","35.160311436","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"868","36.163983154","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"870","36.166869500","192.168.15.4","192.168.15.3","MQTT","171","Publish Message (id=30) [Deviceb'Device - 1']"
"871","36.167301698","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"874","36.173368095","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=30)"
"876","36.174003108","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"885","37.178699963","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"887","37.181535291","192.168.15.4","192.168.15.3","MQTT","171","Publish Message (id=31) [Deviceb'Device - 1']"
"889","37.185975970","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"891","37.188286164","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=31)"
"893","37.189147916","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"908","38.192891053","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"910","38.195811012","192.168.15.4","192.168.15.3","MQTT","171","Publish Message (id=32) [Deviceb'Device - 1']"
"911","38.196208966","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"914","38.198653755","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=32)"
"916","38.199436828","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"928","39.203707800","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"930","39.206584948","192.168.15.4","192.168.15.3","MQTT","171","Publish Message (id=33) [Deviceb'Device - 1']"
"931","39.206981309","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"934","39.209451957","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=33)"
"936","39.210215703","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"948","40.214600739","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"950","40.217465945","192.168.15.4","192.168.15.3","MQTT","171","Publish Message (id=34) [Deviceb'Device - 1']"
"951","40.217889226","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"954","40.223945674","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=34)"
"956","40.224690655","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"968","41.228497931","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"970","41.231325245","192.168.15.4","192.168.15.3","MQTT","171","Publish Message (id=35) [Deviceb'Device - 1']"
"971","41.231705195","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"974","41.233888018","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=35)"
"976","41.234704945","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"988","42.239771726","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"990","42.242668341","192.168.15.4","192.168.15.3","MQTT","171","Publish Message (id=36) [Deviceb'Device - 1']"
"992","42.247053815","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"994","42.249409265","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=36)"
"996","42.250327444","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"1009","43.254777080","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"1011","43.257678604","192.168.15.4","192.168.15.3","MQTT","171","Publish Message (id=37) [Deviceb'Device - 1']"
"1012","43.258080125","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"1016","43.260463117","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=37)"
"1018","43.261356699","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"1029","44.265692039","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"1031","44.268576881","192.168.15.4","192.168.15.3","MQTT","171","Publish Message (id=38) [Deviceb'Device - 1']"
"1032","44.269009040","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"1035","44.273373294","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=38)"
"1037","44.274130768","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"1057","45.278137791","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"1059","45.281026931","192.168.15.4","192.168.15.3","MQTT","171","Publish Message (id=39) [Deviceb'Device - 1']"
"1060","45.281425466","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"1063","45.283463275","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=39)"
"1065","45.284079562","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"1081","46.288327897","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"1083","46.291266270","192.168.15.4","192.168.15.3","MQTT","171","Publish Message (id=40) [Deviceb'Device - 1']"
"1084","46.291621563","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"1088","46.293738251","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=40)"
"1090","46.294273826","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"1104","47.298381176","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"1106","47.301162432","192.168.15.4","192.168.15.3","MQTT","171","Publish Message (id=41) [Deviceb'Device - 1']"
"1108","47.305486530","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"1110","47.307832633","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=41)"
"1112","47.308489006","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"1132","48.312362616","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"1134","48.315333492","192.168.15.4","192.168.15.3","MQTT","171","Publish Message (id=42) [Deviceb'Device - 1']"
"1135","48.315797170","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"1138","48.318269902","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=42)"
"1140","48.318753478","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"1151","49.323913132","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"1153","49.326825787","192.168.15.4","192.168.15.3","MQTT","171","Publish Message (id=43) [Deviceb'Device - 1']"
"1154","49.327213902","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"1157","49.329578169","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=43)"
"1159","49.330132338","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"1175","50.334344344","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"1177","50.337245147","192.168.15.4","192.168.15.3","MQTT","171","Publish Message (id=44) [Deviceb'Device - 1']"
"1178","50.337596773","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"1181","50.340200753","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=44)"
"1183","50.340869580","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"1195","51.345690137","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"1197","51.348581432","192.168.15.4","192.168.15.3","MQTT","171","Publish Message (id=45) [Deviceb'Device - 1']"
"1198","51.348958256","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"1201","51.351532370","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=45)"
"1203","51.352159327","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"1221","52.356452754","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"1223","52.359356011","192.168.15.4","192.168.15.3","MQTT","171","Publish Message (id=46) [Deviceb'Device - 1']"
"1225","52.363808141","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"1229","52.366130298","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=46)"
"1231","52.367087821","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"1279","53.374128598","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"1281","53.377659464","192.168.15.4","192.168.15.3","MQTT","171","Publish Message (id=47) [Deviceb'Device - 1']"
"1282","53.378087945","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"1285","53.380461249","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=47)"
"1287","53.381182365","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"1299","54.384846895","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"1301","54.387679389","192.168.15.4","192.168.15.3","MQTT","171","Publish Message (id=48) [Deviceb'Device - 1']"
"1302","54.388103522","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"1305","54.390386795","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=48)"
"1307","54.391205856","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"1323","55.416416771","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"1325","55.419172509","192.168.15.4","192.168.15.3","MQTT","171","Publish Message (id=49) [Deviceb'Device - 1']"
"1326","55.419584759","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"1329","55.424716687","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=49)"
"1331","55.425817571","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"1347","56.430127736","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"1349","56.433042566","192.168.15.4","192.168.15.3","MQTT","171","Publish Message (id=50) [Deviceb'Device - 1']"
"1350","56.433449907","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"1353","56.435887653","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=50)"
"1355","56.436514981","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"1367","56.933961266","192.168.15.4","192.168.15.3","MQTT","68","[TCP Previous segment not captured] , Ping Request"
"1368","56.936725801","192.168.15.3","192.168.15.4","MQTT","68","[TCP ACKed unseen segment] , Ping Response"
"1373","57.440774054","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"1375","57.443686769","192.168.15.4","192.168.15.3","MQTT","171","Publish Message (id=51) [Deviceb'Device - 1']"
"1377","57.448106478","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"1379","57.450541759","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=51)"
"1381","57.451488832","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"1391","58.456950731","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"1393","58.458981446","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"1395","58.460922021","192.168.15.4","192.168.15.3","MQTT","171","Publish Message (id=52) [Deviceb'Device - 1']"
"1397","58.463777237","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=52)"
"1398","58.464534641","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"1413","59.468855766","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"1415","59.473685261","192.168.15.4","192.168.15.3","MQTT","171","Publish Message (id=53) [Deviceb'Device - 1']"
"1416","59.474170580","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"1419","59.476478970","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=53)"
"1421","59.477088515","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"1441","60.480666499","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"1443","60.483617106","192.168.15.4","192.168.15.3","MQTT","171","Publish Message (id=54) [Deviceb'Device - 1']"
"1444","60.484339413","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"1447","60.486574235","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=54)"
"1449","60.486925480","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"1463","61.490551291","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"1465","61.493480598","192.168.15.4","192.168.15.3","MQTT","171","Publish Message (id=55) [Deviceb'Device - 1']"
"1466","61.493895854","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"1469","61.496416016","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=55)"
"1471","61.497095753","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"1483","62.501201831","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"1485","62.504116210","192.168.15.4","192.168.15.3","MQTT","171","Publish Message (id=56) [Deviceb'Device - 1']"
"1487","62.508496494","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"1489","62.510967422","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=56)"
"1491","62.511589490","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"1508","63.515685677","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"1510","63.518613141","192.168.15.4","192.168.15.3","MQTT","171","Publish Message (id=57) [Deviceb'Device - 1']"
"1511","63.519056430","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"1514","63.524602752","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=57)"
"1516","63.525218057","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"1528","64.529558732","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"1530","64.532440248","192.168.15.4","192.168.15.3","MQTT","171","Publish Message (id=58) [Deviceb'Device - 1']"
"1531","64.532863550","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"1534","64.535376528","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=58)"
"1536","64.536232759","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"1550","65.540859353","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"1552","65.543722094","192.168.15.4","192.168.15.3","MQTT","171","Publish Message (id=59) [Deviceb'Device - 1']"
"1553","65.544184710","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"1556","65.546535251","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=59)"
"1558","65.547323253","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"1574","66.560719869","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"1576","66.563487940","192.168.15.4","192.168.15.3","MQTT","171","Publish Message (id=60) [Deviceb'Device - 1']"
"1577","66.563877217","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"1580","66.566430091","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=60)"
"1582","66.567165183","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"1595","67.574493398","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"1597","67.578067796","192.168.15.4","192.168.15.3","MQTT","171","Publish Message (id=61) [Deviceb'Device - 1']"
"1599","67.582483887","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"1601","67.584870006","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=61)"
"1603","67.585608634","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"1620","68.589703513","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
