Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
MQTT,b'Device - 1',609,0,5,8.106732348111658,2,238,80.0,0.9610442140968766,0.0,5,7,8,9,11,15,33,40,240,240,240
,Aggregated,609,0,5,8.106732348111658,2,238,80.0,0.9610442140968766,0.0,5,7,8,9,11,15,33,40,240,240,240
