"No.","Time","Source","Destination","Protocol","Length","Info"
"1693","35.201705107","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"1694","35.201894955","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"1699","35.204415051","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"1700","35.204649964","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"1705","35.206724430","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=1) [Deviceb'Device - 1']"
"1706","35.207298433","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"1709","35.209773373","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=1)"
"1711","35.210241778","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"1963","36.214275392","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"1965","36.218996973","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=2) [Deviceb'Device - 1']"
"1966","36.219243598","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"1969","36.221905823","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=2)"
"1971","36.222370239","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"1996","37.226100371","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"1998","37.229132825","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=3) [Deviceb'Device - 1']"
"1999","37.229585850","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"2002","37.231916809","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=3)"
"2004","37.232896157","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"2324","38.237446909","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"2326","38.240397007","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=4) [Deviceb'Device - 1']"
"2327","38.240857406","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"2330","38.243278795","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=4)"
"2332","38.244083825","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"2386","39.247880004","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"2388","39.250771080","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=5) [Deviceb'Device - 1']"
"2389","39.251244734","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"2392","39.253692744","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=5)"
"2394","39.254287096","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"2446","40.257894680","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"2448","40.260820632","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=6) [Deviceb'Device - 1']"
"2450","40.265134954","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"2452","40.267401282","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=6)"
"2454","40.268035499","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"2466","41.272383540","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"2468","41.275274606","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=7) [Deviceb'Device - 1']"
"2469","41.275755684","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"2472","41.278212711","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=7)"
"2474","41.279024944","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"2482","42.282784156","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"2484","42.285691212","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=8) [Deviceb'Device - 1']"
"2485","42.286168493","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"2488","42.288660105","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=8)"
"2490","42.289361980","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"2531","43.293817927","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"2534","43.296801418","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=9) [Deviceb'Device - 1']"
"2535","43.297298806","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"2538","43.299611291","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=9)"
"2540","43.300323645","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"2559","44.304270331","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"2561","44.307195171","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=10) [Deviceb'Device - 1']"
"2562","44.307647164","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"2565","44.310040681","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=10)"
"2567","44.310844759","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"2579","45.315353016","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"2581","45.318463446","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=11) [Deviceb'Device - 1']"
"2583","45.322673963","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"2585","45.326779912","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=11)"
"2587","45.327613896","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"2600","46.331443153","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"2602","46.334324421","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=12) [Deviceb'Device - 1']"
"2603","46.334794097","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"2606","46.337264870","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=12)"
"2608","46.338201538","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"2620","47.342875490","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"2622","47.345788808","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=13) [Deviceb'Device - 1']"
"2623","47.346268203","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"2626","47.348699101","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=13)"
"2628","47.349316947","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"2646","48.354022900","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"2648","48.356936970","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=14) [Deviceb'Device - 1']"
"2649","48.357471959","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"2652","48.359616557","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=14)"
"2654","48.360337096","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"2671","49.364147239","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"2673","49.367085385","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=15) [Deviceb'Device - 1']"
"2674","49.367562445","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"2677","49.369991199","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=15)"
"2679","49.370750873","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"2691","50.375436258","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"2693","50.378353213","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=16) [Deviceb'Device - 1']"
"2694","50.379332271","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"2697","50.381261282","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=16)"
"2699","50.382311885","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"2711","51.386836648","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"2713","51.389775435","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=17) [Deviceb'Device - 1']"
"2714","51.390257815","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"2717","51.392550963","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=17)"
"2719","51.393547403","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"2729","52.397919630","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"2731","52.400822949","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=18) [Deviceb'Device - 1']"
"2732","52.401292465","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"2736","52.403714146","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=18)"
"2738","52.404533993","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"2747","53.409138620","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"2749","53.411801896","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=19) [Deviceb'Device - 1']"
"2750","53.412291761","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"2753","53.415052992","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=19)"
"2755","53.415773061","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"2767","54.420235350","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"2769","54.423110346","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=20) [Deviceb'Device - 1']"
"2770","54.423944751","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"2773","54.426277603","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=20)"
"2775","54.427073515","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"2787","55.431059377","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"2789","55.433837530","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=21) [Deviceb'Device - 1']"
"2791","55.438302497","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"2793","55.440692668","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=21)"
"2795","55.441273945","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"2810","56.445550784","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"2812","56.448429978","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=22) [Deviceb'Device - 1']"
"2813","56.448961461","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"2816","56.451246614","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=22)"
"2818","56.451898424","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"2833","57.456107437","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"2835","57.458973957","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=23) [Deviceb'Device - 1']"
"2836","57.459448252","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"2839","57.461809959","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=23)"
"2841","57.462447833","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"2853","58.466879898","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"2855","58.469785852","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=24) [Deviceb'Device - 1']"
"2856","58.470248225","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"2859","58.472621173","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=24)"
"2861","58.473415713","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"2873","59.477484912","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"2875","59.480403711","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=25) [Deviceb'Device - 1']"
"2876","59.480837229","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"2879","59.483262246","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=25)"
"2881","59.483907454","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"2889","60.488047280","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"2892","60.490932155","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=26) [Deviceb'Device - 1']"
"2894","60.495361664","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"2896","60.497867845","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=26)"
"2898","60.498428102","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"2909","61.502825044","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"2911","61.505878637","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=27) [Deviceb'Device - 1']"
"2912","61.506275156","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"2915","61.508716122","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=27)"
"2917","61.509565916","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"2929","62.513802216","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"2931","62.516753616","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=28) [Deviceb'Device - 1']"
"2932","62.517295228","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"2935","62.519628261","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=28)"
"2937","62.520385911","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"2958","63.524626217","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"2960","63.527382870","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=29) [Deviceb'Device - 1']"
"2961","63.527858026","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"2964","63.530248618","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=29)"
"2966","63.530964329","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"2983","64.535164009","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"2985","64.538034657","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=30) [Deviceb'Device - 1']"
"2986","64.538511897","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"2989","64.540939118","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=30)"
"2991","64.541990052","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"3003","65.545804466","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"3005","65.548682278","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=31) [Deviceb'Device - 1']"
"3007","65.553112449","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"3009","65.555519542","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=31)"
"3011","65.556175259","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"3024","66.560282558","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"3026","66.563158606","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=32) [Deviceb'Device - 1']"
"3027","66.563689548","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"3030","66.565960764","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=32)"
"3032","66.566707534","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"3044","67.570947943","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"3046","67.573858066","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=33) [Deviceb'Device - 1']"
"3047","67.574346888","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"3050","67.576661967","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=33)"
"3052","67.577269274","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"3154","68.581372465","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"3156","68.584177489","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=34) [Deviceb'Device - 1']"
"3157","68.584673415","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"3160","68.587197569","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=34)"
"3162","68.587581394","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"3174","69.591456055","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"3176","69.594301866","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=35) [Deviceb'Device - 1']"
"3177","69.594806539","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"3180","69.597094016","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=35)"
"3182","69.597762267","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"3191","70.601750085","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"3194","70.604567552","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=36) [Deviceb'Device - 1']"
"3196","70.609068326","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"3199","70.611944395","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=36)"
"3201","70.612782506","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"3221","71.617253765","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"3223","71.620017030","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=37) [Deviceb'Device - 1']"
"3224","71.620572859","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"3227","71.622903348","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=37)"
"3229","71.623631412","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"3241","72.627934196","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"3243","72.630859467","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=38) [Deviceb'Device - 1']"
"3244","72.631347859","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"3247","72.633751155","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=38)"
"3249","72.634548479","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"3265","73.639027106","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"3267","73.641137659","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=39) [Deviceb'Device - 1']"
"3268","73.641637893","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"3271","73.643882519","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=39)"
"3273","73.644428920","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"3285","74.648862209","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"3287","74.651718681","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=40) [Deviceb'Device - 1']"
"3288","74.652194889","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"3291","74.654615518","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=40)"
"3293","74.655347950","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"3319","75.659038249","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"3321","75.661962557","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=41) [Deviceb'Device - 1']"
"3323","75.666411494","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"3325","75.668806995","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=41)"
"3327","75.669476539","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"3343","76.674040287","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"3348","76.685571199","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=42) [Deviceb'Device - 1']"
"3349","76.686045674","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"3352","76.688469739","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=42)"
"3354","76.689147388","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"3362","77.693857022","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"3364","77.696676744","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=43) [Deviceb'Device - 1']"
"3365","77.697260706","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"3368","77.699524739","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=43)"
"3370","77.700153105","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"3386","78.704289648","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"3388","78.707176196","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=44) [Deviceb'Device - 1']"
"3389","78.707805594","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"3392","78.710077922","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=44)"
"3394","78.710800285","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"3406","79.714830066","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"3408","79.717666880","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=45) [Deviceb'Device - 1']"
"3409","79.718126367","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"3412","79.720467406","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=45)"
"3414","79.721069312","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"3426","80.724601475","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"3428","80.727475649","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=46) [Deviceb'Device - 1']"
"3430","80.731920468","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"3432","80.734261356","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=46)"
"3434","80.735109006","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"3450","81.739442252","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"3452","81.742320484","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=47) [Deviceb'Device - 1']"
"3453","81.742798957","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"3456","81.745249813","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=47)"
"3458","81.745849795","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"3471","82.750521419","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"3473","82.762136721","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=48) [Deviceb'Device - 1']"
"3474","82.762633158","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"3477","82.764955120","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=48)"
"3479","82.765180646","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"3499","83.768739642","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"3501","83.771593307","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=49) [Deviceb'Device - 1']"
"3502","83.772067202","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"3505","83.774725899","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=49)"
"3507","83.775072514","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"3520","84.779929531","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"3522","84.782848690","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=50) [Deviceb'Device - 1']"
"3523","84.783314850","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"3526","84.785646300","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=50)"
"3528","84.785946186","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"3544","85.790160740","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"3546","85.793045735","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=51) [Deviceb'Device - 1']"
"3548","85.797541389","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"3550","85.799898468","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=51)"
"3552","85.800528998","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"3565","86.804407670","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"3567","86.807315448","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=52) [Deviceb'Device - 1']"
"3568","86.807813568","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"3571","86.810192918","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=52)"
"3573","86.810735292","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"3585","87.815189111","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"3587","87.818123880","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=53) [Deviceb'Device - 1']"
"3588","87.818618423","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"3591","87.821366068","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=53)"
"3593","87.821995086","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"3601","88.826125423","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"3603","88.829050113","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=54) [Deviceb'Device - 1']"
"3604","88.829540298","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"3607","88.831888129","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=54)"
"3609","88.832506356","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"3719","89.837189318","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"3721","89.839689517","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=55) [Deviceb'Device - 1']"
"3722","89.840176305","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"3725","89.842581315","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=55)"
"3727","89.843545895","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"3793","90.847710739","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"3795","90.850613869","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=56) [Deviceb'Device - 1']"
"3797","90.855374413","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"3799","90.857792988","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=56)"
"3801","90.858796241","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"3825","91.863853901","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"3827","91.866586508","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=57) [Deviceb'Device - 1']"
"3828","91.867100278","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"3831","91.869470832","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=57)"
"3833","91.870472783","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"3900","92.874385535","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"3902","92.877233309","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=58) [Deviceb'Device - 1']"
"3903","92.877621632","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"3906","92.880153911","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=58)"
"3908","92.881141175","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"3923","93.885580921","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"3925","93.888502275","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=59) [Deviceb'Device - 1']"
"3926","93.888998742","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"3929","93.891402979","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=59)"
"3931","93.892265517","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"3969","94.897004008","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"3971","94.899908209","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=60) [Deviceb'Device - 1']"
"3972","94.900429112","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"3975","94.902968725","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=60)"
"3977","94.904037533","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"4000","95.908556349","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"4002","95.911415354","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=61) [Deviceb'Device - 1']"
"4004","95.915850525","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"4006","95.918557173","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=61)"
"4008","95.919170762","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
