"No.","Time","Source","Destination","Protocol","Length","Info"
"7925","264.858687800","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"7928","264.861224538","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=228)"
"7930","264.861791898","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"7942","265.867130821","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"7944","265.869346534","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=229) [Deviceb'Device - 1']"
"7945","265.869680895","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"7948","265.871896517","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=229)"
"7950","265.872508101","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"7963","266.877594216","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"7965","266.880248836","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=230) [Deviceb'Device - 1']"
"7966","266.880677285","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"7969","266.882794400","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=230)"
"7971","266.883339359","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"7985","267.888069304","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"7987","267.890921578","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=231) [Deviceb'Device - 1']"
"7989","267.895188361","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"7991","267.897537494","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=231)"
"7993","267.898076822","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"8008","268.903383567","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"8010","268.908034145","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=232) [Deviceb'Device - 1']"
"8011","268.908446864","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"8014","268.910658989","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=232)"
"8016","268.911303114","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"8029","269.915860793","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"8031","269.920647026","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=233) [Deviceb'Device - 1']"
"8032","269.921030169","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"8035","269.923537201","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=233)"
"8037","269.924061811","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"8050","270.929300997","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"8052","270.933899626","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=234) [Deviceb'Device - 1']"
"8053","270.934375745","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"8056","270.936672761","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=234)"
"8058","270.937220484","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"8069","271.940942398","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"8072","271.947196953","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=235) [Deviceb'Device - 1']"
"8073","271.947581108","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"8076","271.949838990","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=235)"
"8078","271.950538951","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"8094","272.954738276","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"8096","272.957806077","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=236) [Deviceb'Device - 1']"
"8098","272.962034307","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"8100","272.973552317","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=236)"
"8102","272.973809943","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"8117","273.977359361","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"8119","273.980237474","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=237) [Deviceb'Device - 1']"
"8120","273.980626218","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"8123","273.982719769","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=237)"
"8125","273.983362742","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"8137","274.987388400","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"8139","274.989887948","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=238) [Deviceb'Device - 1']"
"8140","274.990262575","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"8143","274.992428583","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=238)"
"8145","274.993169802","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"8157","275.997361712","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"8159","276.000173188","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=239) [Deviceb'Device - 1']"
"8160","276.000576339","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"8163","276.002633542","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=239)"
"8165","276.003335727","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"8178","277.007427520","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"8180","277.010333896","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=240) [Deviceb'Device - 1']"
"8181","277.010719093","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"8184","277.012864382","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=240)"
"8186","277.013434328","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"8202","278.016861656","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"8204","278.019790825","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=241) [Deviceb'Device - 1']"
"8206","278.023954734","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"8208","278.026416831","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=241)"
"8210","278.027004941","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"8225","279.031093241","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"8227","279.034036696","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=242) [Deviceb'Device - 1']"
"8228","279.034477879","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"8231","279.036585688","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=242)"
"8233","279.037102122","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"8271","280.040535604","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"8273","280.043459122","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=243) [Deviceb'Device - 1']"
"8274","280.043846133","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"8277","280.046027871","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=243)"
"8279","280.046372231","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"8291","281.050213084","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"8293","281.053957381","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=244) [Deviceb'Device - 1']"
"8294","281.054204868","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"8297","281.056488759","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=244)"
"8299","281.057122856","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"8311","282.061581325","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"8313","282.064528548","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=245) [Deviceb'Device - 1']"
"8314","282.064876745","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"8317","282.067142010","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=245)"
"8319","282.067846640","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"8327","283.071822159","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"8329","283.074743673","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=246) [Deviceb'Device - 1']"
"8331","283.078992753","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"8333","283.081471942","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=246)"
"8335","283.082165672","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"8350","284.087178468","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"8352","284.089970618","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=247) [Deviceb'Device - 1']"
"8353","284.090351226","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"8356","284.092434799","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=247)"
"8358","284.093160979","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"8371","285.098155512","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"8373","285.101049114","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=248) [Deviceb'Device - 1']"
"8374","285.101470359","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"8377","285.103685159","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=248)"
"8379","285.104318464","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"8391","286.108809145","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"8393","286.111301800","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=249) [Deviceb'Device - 1']"
"8394","286.111722764","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"8397","286.114104860","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=249)"
"8399","286.114632276","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"8412","287.120433482","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"8414","287.122930185","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=250) [Deviceb'Device - 1']"
"8415","287.123312456","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"8418","287.125411277","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=250)"
"8420","287.125801113","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"8432","288.130183181","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"8434","288.133113051","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=251) [Deviceb'Device - 1']"
"8436","288.137343545","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"8438","288.139789922","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=251)"
"8440","288.140323279","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"8455","289.144249447","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"8457","289.147271491","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=252) [Deviceb'Device - 1']"
"8458","289.148431551","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"8461","289.150233081","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=252)"
"8463","289.151072355","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"8477","290.154765914","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"8479","290.157677549","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=253) [Deviceb'Device - 1']"
"8480","290.158126657","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"8483","290.160475150","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=253)"
"8485","290.161301489","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"8497","291.166879858","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"8499","291.169775384","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=254) [Deviceb'Device - 1']"
"8500","291.170211116","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"8503","291.172789833","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=254)"
"8505","291.173217761","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"8517","292.177315551","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"8519","292.179584574","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=255) [Deviceb'Device - 1']"
"8520","292.180003104","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"8523","292.182341227","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=255)"
"8525","292.182675047","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"8537","293.187132017","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"8539","293.189982147","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=256) [Deviceb'Device - 1']"
"8541","293.194165783","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"8543","293.196565282","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=256)"
"8545","293.196978191","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"8556","294.200828859","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"8558","294.203859569","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=257) [Deviceb'Device - 1']"
"8559","294.204311963","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"8562","294.206724727","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=257)"
"8564","294.207428255","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"8578","295.211641959","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"8580","295.216287407","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=258) [Deviceb'Device - 1']"
"8581","295.216683555","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"8584","295.219087752","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=258)"
"8586","295.219842697","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"8598","296.224061320","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"8600","296.226766736","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=259) [Deviceb'Device - 1']"
"8601","296.227178995","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"8604","296.229605435","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=259)"
"8606","296.230235253","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"8622","297.235025917","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"8624","297.238311689","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=260) [Deviceb'Device - 1']"
"8625","297.238631903","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"8628","297.241171136","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=260)"
"8630","297.242065234","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"8647","298.245932544","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"8649","298.249072571","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=261) [Deviceb'Device - 1']"
"8651","298.253202576","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"8653","298.255641530","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=261)"
"8655","298.256370476","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"8669","299.260757918","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"8671","299.264036606","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=262) [Deviceb'Device - 1']"
"8672","299.264394712","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"8675","299.266988828","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=262)"
"8677","299.267714087","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"8689","300.271638598","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"8691","300.274513945","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=263) [Deviceb'Device - 1']"
"8692","300.274908219","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"8695","300.277380596","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=263)"
"8697","300.278179674","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"8714","301.282077124","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"8716","301.284935890","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=264) [Deviceb'Device - 1']"
"8717","301.285346986","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"8720","301.288401170","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=264)"
"8722","301.289280590","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"8736","302.293785315","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"8738","302.296636556","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=265) [Deviceb'Device - 1']"
"8739","302.297071707","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"8742","302.299425210","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=265)"
"8744","302.300211544","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"8759","303.303736430","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"8761","303.306656802","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=266) [Deviceb'Device - 1']"
"8763","303.311034455","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"8765","303.313645163","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=266)"
"8767","303.314337740","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"8779","304.318726308","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"8781","304.321278285","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=267) [Deviceb'Device - 1']"
"8782","304.321715640","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"8785","304.324244814","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=267)"
"8787","304.325050524","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"8798","305.329154856","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"8800","305.331759672","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=268) [Deviceb'Device - 1']"
"8801","305.332186878","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"8804","305.334626283","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=268)"
"8806","305.335515732","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"8818","306.339507771","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"8820","306.342413596","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=269) [Deviceb'Device - 1']"
"8821","306.342976538","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"8824","306.345665774","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=269)"
"8826","306.346447629","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"8839","307.350540548","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"8841","307.353780173","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=270) [Deviceb'Device - 1']"
"8842","307.354132097","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"8845","307.356700415","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=270)"
"8847","307.357452985","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"8862","308.361757315","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"8864","308.364544536","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=271) [Deviceb'Device - 1']"
"8866","308.370063754","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"8868","308.372515492","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=271)"
"8870","308.373238346","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"8884","309.377533999","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"8886","309.380362438","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=272) [Deviceb'Device - 1']"
"8887","309.380756732","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"8890","309.383208410","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=272)"
"8892","309.383903582","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"8938","310.388338963","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"8940","310.391236883","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=273) [Deviceb'Device - 1']"
"8941","310.391610919","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"8944","310.394064400","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=273)"
"8946","310.394767817","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"8958","311.399229545","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"8960","311.414920852","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=274) [Deviceb'Device - 1']"
"8961","311.415349180","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"8964","311.417764790","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=274)"
"8966","311.418365353","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"8978","312.422706854","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"8980","312.425520615","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=275) [Deviceb'Device - 1']"
"8981","312.425947481","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"8984","312.428485711","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=275)"
"8986","312.429253100","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"8997","313.433317730","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"8999","313.436180113","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=276) [Deviceb'Device - 1']"
"9001","313.440514464","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"9003","313.442984326","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=276)"
"9005","313.443383890","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"9017","314.447932185","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"9019","314.450628885","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=277) [Deviceb'Device - 1']"
"9020","314.451033449","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"9023","314.453567672","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=277)"
"9025","314.454291648","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"9037","315.458679490","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"9039","315.461049533","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=278) [Deviceb'Device - 1']"
"9040","315.461486478","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"9043","315.466168445","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=278)"
"9045","315.467244686","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"9057","316.471865218","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"9059","316.474599620","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=279) [Deviceb'Device - 1']"
"9060","316.474978525","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"9063","316.477399684","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=279)"
"9065","316.478109314","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"9074","317.482582837","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"9077","317.485414151","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=280) [Deviceb'Device - 1']"
"9079","317.485814026","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"9082","317.488490427","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=280)"
"9084","317.489226016","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"9097","318.494445389","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"9099","318.497239543","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=281) [Deviceb'Device - 1']"
"9101","318.501635910","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"9103","318.504034498","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=281)"
"9105","318.504429724","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"9121","319.509112493","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"9123","319.511716939","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=282) [Deviceb'Device - 1']"
"9124","319.512116273","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"9127","319.514600622","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=282)"
"9129","319.515372048","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"9141","320.519679772","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"9143","320.522539599","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=283) [Deviceb'Device - 1']"
"9144","320.522951216","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"9147","320.525435074","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=283)"
"9149","320.526222611","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"9161","321.530567075","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"9163","321.533421372","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=284) [Deviceb'Device - 1']"
"9164","321.533855040","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"9167","321.536334089","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=284)"
"9169","321.537131234","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"9181","322.540790053","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"9183","322.543640994","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=285) [Deviceb'Device - 1']"
"9184","322.544064133","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"9187","322.546413366","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=285)"
"9189","322.547122675","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"9205","323.551574109","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"9207","323.556993017","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=286) [Deviceb'Device - 1']"
"9209","323.561416596","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"9211","323.563906456","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=286)"
"9213","323.564682280","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"9237","324.568777524","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"9239","324.571611243","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=287) [Deviceb'Device - 1']"
"9240","324.572013282","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"9243","324.574268529","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=287)"
"9245","324.574945065","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"9259","325.579516598","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"9261","325.582195043","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=288) [Deviceb'Device - 1']"
"9262","325.582590700","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"9265","325.585102611","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=288)"
"9267","325.585736217","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"9283","326.590309424","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"9285","326.593031061","192.168.15.4","192.168.15.3","MQTT","348","Publish Message (id=289) [Deviceb'Device - 1']"
"9286","326.593468978","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"9289","326.595947256","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=289)"
