Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
MQTT,Device - 1,6641,0,5,5.957235356121066,3,109,256.0,0.9888296646088238,0.0,5,5,6,8,9,9,11,13,19,110,110
,Aggregated,6641,0,5,5.957235356121066,3,109,256.0,0.9888296646088238,0.0,5,5,6,8,9,9,11,13,19,110,110
