"No.","Time","Source","Destination","Protocol","Length","Info"
"2655","13.086279703","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"2656","13.086414638","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"2661","13.089032002","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"2662","13.089284649","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"2667","13.091416667","192.168.15.4","192.168.15.3","MQTT","97","Publish Message (id=1) [Deviceb'Device - 2']"
"2668","13.091873009","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"2671","13.094316785","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=1)"
"2673","13.094756285","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"2685","14.098085132","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"2687","14.101079278","192.168.15.4","192.168.15.3","MQTT","97","Publish Message (id=2) [Deviceb'Device - 2']"
"2688","14.101536883","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"2691","14.103963587","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=2)"
"2693","14.104349175","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"2709","15.107728041","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"2711","15.110691169","192.168.15.4","192.168.15.3","MQTT","97","Publish Message (id=3) [Deviceb'Device - 2']"
"2712","15.111178890","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"2715","15.113950255","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=3)"
"2717","15.114272504","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"2729","16.118379178","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"2731","16.122623145","192.168.15.4","192.168.15.3","MQTT","97","Publish Message (id=4) [Deviceb'Device - 2']"
"2732","16.122979188","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"2735","16.125457980","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=4)"
"2737","16.125822188","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"2765","17.129437848","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"2767","17.132463623","192.168.15.4","192.168.15.3","MQTT","97","Publish Message (id=5) [Deviceb'Device - 2']"
"2768","17.132942819","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"2771","17.135337392","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=5)"
"2773","17.136104411","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"2789","18.140313034","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"2791","18.143137781","192.168.15.4","192.168.15.3","MQTT","97","Publish Message (id=6) [Deviceb'Device - 2']"
"2793","18.147600060","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"2795","18.150028227","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=6)"
"2797","18.150400580","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"2813","19.154186637","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"2815","19.157175673","192.168.15.4","192.168.15.3","MQTT","97","Publish Message (id=7) [Deviceb'Device - 2']"
"2816","19.157650970","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"2819","19.159944213","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=7)"
"2821","19.160646990","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"2833","20.164897411","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"2835","20.167872841","192.168.15.4","192.168.15.3","MQTT","97","Publish Message (id=8) [Deviceb'Device - 2']"
"2836","20.168340925","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"2839","20.170829577","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=8)"
"2841","20.171253027","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"3053","21.178878256","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"3126","21.185492530","192.168.15.4","192.168.15.3","MQTT","97","Publish Message (id=9) [Deviceb'Device - 2']"
"3138","21.186512537","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"3195","21.191687553","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=9)"
"3203","21.192304398","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"4214","22.195704450","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"4216","22.198735857","192.168.15.4","192.168.15.3","MQTT","97","Publish Message (id=10) [Deviceb'Device - 2']"
"4217","22.199296926","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"4220","22.201543961","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=10)"
"4222","22.201949076","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"4237","23.205773642","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"4239","23.208812913","192.168.15.4","192.168.15.3","MQTT","97","Publish Message (id=11) [Deviceb'Device - 2']"
"4241","23.213258351","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"4243","23.215617878","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=11)"
"4245","23.216058691","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"4265","24.220315415","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"4267","24.223218179","192.168.15.4","192.168.15.3","MQTT","97","Publish Message (id=12) [Deviceb'Device - 2']"
"4268","24.223753039","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"4271","24.225994493","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=12)"
"4273","24.226407223","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"4291","25.231164807","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"4293","25.234002968","192.168.15.4","192.168.15.3","MQTT","97","Publish Message (id=13) [Deviceb'Device - 2']"
"4294","25.235180653","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"4297","25.236683913","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=13)"
"4299","25.237387141","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"4312","26.240909267","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"4314","26.243924513","192.168.15.4","192.168.15.3","MQTT","97","Publish Message (id=14) [Deviceb'Device - 2']"
"4315","26.244438715","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"4318","26.246856802","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=14)"
"4320","26.247747405","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"4332","27.252175676","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"4334","27.256328400","192.168.15.4","192.168.15.3","MQTT","97","Publish Message (id=15) [Deviceb'Device - 2']"
"4335","27.256344411","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"4338","27.259179326","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=15)"
"4340","27.259594059","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"4351","28.263215389","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"4353","28.266079199","192.168.15.4","192.168.15.3","MQTT","97","Publish Message (id=16) [Deviceb'Device - 2']"
"4354","28.266808917","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"4357","28.268909566","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=16)"
"4359","28.269546579","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"4376","29.273303098","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"4378","29.276311531","192.168.15.4","192.168.15.3","MQTT","97","Publish Message (id=17) [Deviceb'Device - 2']"
"4379","29.276789774","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"4382","29.279143981","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=17)"
"4384","29.279608659","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"4396","30.283828265","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"4398","30.286777446","192.168.15.4","192.168.15.3","MQTT","97","Publish Message (id=18) [Deviceb'Device - 2']"
"4399","30.287261621","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"4402","30.289546577","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=18)"
"4404","30.290005735","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"4420","31.293823707","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"4422","31.296869510","192.168.15.4","192.168.15.3","MQTT","97","Publish Message (id=19) [Deviceb'Device - 2']"
"4423","31.297337514","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"4426","31.299677505","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=19)"
"4428","31.300098590","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"5783","32.304710014","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"5834","32.309407538","192.168.15.4","192.168.15.3","MQTT","97","Publish Message (id=20) [Deviceb'Device - 2']"
"5842","32.310044631","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"5854","32.312398879","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=20)"
"5856","32.312936244","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"5879","33.316072884","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"5881","33.319077079","192.168.15.4","192.168.15.3","MQTT","97","Publish Message (id=21) [Deviceb'Device - 2']"
"5883","33.323929175","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"5885","33.326303290","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=21)"
"5887","33.327204773","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"5910","34.331017035","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"5912","34.333910732","192.168.15.4","192.168.15.3","MQTT","97","Publish Message (id=22) [Deviceb'Device - 2']"
"5913","34.334420695","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"5916","34.336881554","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=22)"
"5918","34.337837940","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"5949","35.342332385","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"5951","35.345222855","192.168.15.4","192.168.15.3","MQTT","97","Publish Message (id=23) [Deviceb'Device - 2']"
"5952","35.345827668","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"5955","35.348095141","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=23)"
"5957","35.367563248","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"5969","36.371778528","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"5971","36.374202637","192.168.15.4","192.168.15.3","MQTT","97","Publish Message (id=24) [Deviceb'Device - 2']"
"5972","36.374697812","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"5975","36.377066587","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=24)"
"5977","36.378019177","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"5989","37.382247595","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"5991","37.385064897","192.168.15.4","192.168.15.3","MQTT","97","Publish Message (id=25) [Deviceb'Device - 2']"
"5992","37.385599978","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"5995","37.387941321","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=25)"
"5997","37.390763101","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"6008","38.395091071","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"6010","38.397950873","192.168.15.4","192.168.15.3","MQTT","97","Publish Message (id=26) [Deviceb'Device - 2']"
"6012","38.402436086","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"6014","38.404749486","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=26)"
"6016","38.405440351","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"6028","39.409755520","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"6030","39.415936255","192.168.15.4","192.168.15.3","MQTT","97","Publish Message (id=27) [Deviceb'Device - 2']"
"6031","39.415951715","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"6034","39.419332972","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=27)"
"6036","39.420089341","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"6044","40.424199176","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"6046","40.427117299","192.168.15.4","192.168.15.3","MQTT","97","Publish Message (id=28) [Deviceb'Device - 2']"
"6047","40.427603197","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"6050","40.429986379","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=28)"
"6052","40.430860230","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"6070","41.434981729","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"6072","41.437946019","192.168.15.4","192.168.15.3","MQTT","97","Publish Message (id=29) [Deviceb'Device - 2']"
"6073","41.438434612","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"6076","41.440701123","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=29)"
"6078","41.441288784","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"7006","42.446346056","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"7062","42.451494321","192.168.15.4","192.168.15.3","MQTT","97","Publish Message (id=30) [Deviceb'Device - 2']"
"7074","42.452521452","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"7091","42.454539043","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=30)"
"7093","42.454951021","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"8469","43.459374109","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"8471","43.463222499","192.168.15.4","192.168.15.3","MQTT","97","Publish Message (id=31) [Deviceb'Device - 2']"
"8473","43.466839472","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"8475","43.469187247","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=31)"
"8477","43.469720684","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"8492","44.473229347","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"8494","44.476235345","192.168.15.4","192.168.15.3","MQTT","97","Publish Message (id=32) [Deviceb'Device - 2']"
"8495","44.476740389","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"8498","44.479073327","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=32)"
"8500","44.479568332","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"8512","45.483659488","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"8514","45.486037461","192.168.15.4","192.168.15.3","MQTT","97","Publish Message (id=33) [Deviceb'Device - 2']"
"8515","45.486577310","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"8518","45.488815358","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=33)"
"8520","45.489385816","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"8536","46.493582736","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"8538","46.496571332","192.168.15.4","192.168.15.3","MQTT","97","Publish Message (id=34) [Deviceb'Device - 2']"
"8539","46.497057521","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"8542","46.499537766","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=34)"
"8544","46.500590725","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"8556","47.504773424","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"8558","47.507678251","192.168.15.4","192.168.15.3","MQTT","97","Publish Message (id=35) [Deviceb'Device - 2']"
"8559","47.508156354","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"8562","47.510539406","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=35)"
"8564","47.511210614","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"8581","48.515587370","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"8583","48.518462352","192.168.15.4","192.168.15.3","MQTT","97","Publish Message (id=36) [Deviceb'Device - 2']"
"8585","48.522996968","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"8587","48.525503634","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=36)"
"8589","48.525938094","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"8601","49.529680657","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"8603","49.532533657","192.168.15.4","192.168.15.3","MQTT","97","Publish Message (id=37) [Deviceb'Device - 2']"
"8604","49.532989348","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"8608","49.535366969","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=37)"
"8610","49.536037386","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"8625","50.540285365","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"8627","50.543201073","192.168.15.4","192.168.15.3","MQTT","97","Publish Message (id=38) [Deviceb'Device - 2']"
"8628","50.543679527","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"8631","50.546512629","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=38)"
"8633","50.546986714","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"8647","51.550465726","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"8649","51.553488767","192.168.15.4","192.168.15.3","MQTT","97","Publish Message (id=39) [Deviceb'Device - 2']"
"8650","51.553971079","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"8653","51.556216130","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=39)"
"8655","51.556686899","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"8668","52.560619360","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"8670","52.563507256","192.168.15.4","192.168.15.3","MQTT","97","Publish Message (id=40) [Deviceb'Device - 2']"
"8671","52.563980820","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"8674","52.566366497","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=40)"
"8676","52.566992289","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"8691","53.571123941","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"8693","53.573634944","192.168.15.4","192.168.15.3","MQTT","97","Publish Message (id=41) [Deviceb'Device - 2']"
"8695","53.578390589","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"8697","53.580770445","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=41)"
"8699","53.581481618","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"8711","54.586011685","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"8713","54.588860717","192.168.15.4","192.168.15.3","MQTT","97","Publish Message (id=42) [Deviceb'Device - 2']"
"8714","54.589393284","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"8717","54.591591707","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=42)"
"8719","54.592471158","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"8727","55.596858979","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"8729","55.599536357","192.168.15.4","192.168.15.3","MQTT","97","Publish Message (id=43) [Deviceb'Device - 2']"
"8730","55.600006485","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"8733","55.602317070","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=43)"
"8735","55.603110128","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"8747","56.608520233","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"8749","56.611359868","192.168.15.4","192.168.15.3","MQTT","97","Publish Message (id=44) [Deviceb'Device - 2']"
"8750","56.611849763","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"8753","56.614191888","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=44)"
"8755","56.614895948","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"8768","57.618685649","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"8770","57.620664387","192.168.15.4","192.168.15.3","MQTT","97","Publish Message (id=45) [Deviceb'Device - 2']"
"8771","57.621182706","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"8774","57.623350832","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=45)"
"8776","57.624301858","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"10282","58.628367250","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"10284","58.631371405","192.168.15.4","192.168.15.3","MQTT","97","Publish Message (id=46) [Deviceb'Device - 2']"
"10286","58.635891674","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"10288","58.638252865","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=46)"
"10290","58.638578029","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"10305","59.642794178","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"10307","59.645674329","192.168.15.4","192.168.15.3","MQTT","97","Publish Message (id=47) [Deviceb'Device - 2']"
"10308","59.646104311","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"10311","59.648569028","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=47)"
"10313","59.649301812","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"10327","60.653860552","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"10329","60.656720215","192.168.15.4","192.168.15.3","MQTT","97","Publish Message (id=48) [Deviceb'Device - 2']"
"10330","60.657229257","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"10333","60.659580759","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=48)"
"10335","60.660340584","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"10347","61.664842199","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"10349","61.667259987","192.168.15.4","192.168.15.3","MQTT","97","Publish Message (id=49) [Deviceb'Device - 2']"
"10350","61.667742028","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"10353","61.670635073","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=49)"
"10355","61.671545363","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"10371","62.676172050","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"10373","62.679040559","192.168.15.4","192.168.15.3","MQTT","97","Publish Message (id=50) [Deviceb'Device - 2']"
"10374","62.679506960","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"10377","62.683124935","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=50)"
"10379","62.683859573","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"10387","63.687866743","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"10389","63.690722207","192.168.15.4","192.168.15.3","MQTT","97","Publish Message (id=51) [Deviceb'Device - 2']"
"10391","63.695225856","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"10393","63.697722793","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=51)"
"10395","63.698610069","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"10415","64.702759669","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"10417","64.705660118","192.168.15.4","192.168.15.3","MQTT","97","Publish Message (id=52) [Deviceb'Device - 2']"
"10418","64.706123393","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"10421","64.708417477","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=52)"
"10423","64.709075050","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"10435","65.713571920","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"10437","65.716449586","192.168.15.4","192.168.15.3","MQTT","97","Publish Message (id=53) [Deviceb'Device - 2']"
"10438","65.716973035","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"10441","65.719254585","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=53)"
"10443","65.719892751","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"10455","66.724167504","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"10457","66.727038919","192.168.15.4","192.168.15.3","MQTT","97","Publish Message (id=54) [Deviceb'Device - 2']"
"10458","66.727590180","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"10461","66.730946982","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=54)"
"10463","66.731702339","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"10490","67.736116399","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"10492","67.740389181","192.168.15.4","192.168.15.3","MQTT","97","Publish Message (id=55) [Deviceb'Device - 2']"
"10493","67.740856053","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"10496","67.743182087","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=55)"
"10498","67.744066678","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"10510","68.749215548","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"10512","68.751950385","192.168.15.4","192.168.15.3","MQTT","97","Publish Message (id=56) [Deviceb'Device - 2']"
"10514","68.756462900","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"10516","68.758752095","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=56)"
"10518","68.759324536","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"12758","69.763086850","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"12760","69.766594918","192.168.15.4","192.168.15.3","MQTT","97","Publish Message (id=57) [Deviceb'Device - 2']"
"12761","69.766878273","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"12764","69.769525865","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=57)"
"12766","69.769855528","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"12778","70.773938101","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"12780","70.776595972","192.168.15.4","192.168.15.3","MQTT","97","Publish Message (id=58) [Deviceb'Device - 2']"
"12781","70.777086619","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"12784","70.779567987","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=58)"
"12786","70.780289600","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"12800","71.783998822","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"12802","71.786911504","192.168.15.4","192.168.15.3","MQTT","97","Publish Message (id=59) [Deviceb'Device - 2']"
"12803","71.787406099","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"12806","71.790416616","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=59)"
"12808","71.791084067","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"12833","72.794906936","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"12835","72.797751760","192.168.15.4","192.168.15.3","MQTT","97","Publish Message (id=60) [Deviceb'Device - 2']"
"12836","72.798253698","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"12839","72.800573621","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=60)"
"12841","72.801114543","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
"12850","73.805702410","192.168.15.4","192.168.15.3","MQTT","90","Connect Command"
"12852","73.808602990","192.168.15.4","192.168.15.3","MQTT","97","Publish Message (id=61) [Deviceb'Device - 2']"
"12854","73.813099895","192.168.15.3","192.168.15.4","MQTT","70","Connect Ack"
"12856","73.815420699","192.168.15.3","192.168.15.4","MQTT","70","Publish Ack (id=61)"
"12858","73.815755933","192.168.15.4","192.168.15.3","MQTT","68","Disconnect Req"
