Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
MQTT,Device - 2,6951,0,5,6.113364983455618,4,137,6.0,0.9885041023133518,0.0,5,5,7,8,9,9,11,13,38,140,140
,Aggregated,6951,0,5,6.113364983455618,4,137,6.0,0.9885041023133518,0.0,5,5,7,8,9,9,11,13,38,140,140
