Time_publish,Time_ack,Size_Payload,RTT
34.392624671,34.395348162,246.0,2.72349099999758
35.399492354,35.403088774,246.0,3.5964199999938273
36.406374455,36.409048072,246.0,2.67361699999924
37.411270463,37.414114392,246.0,2.8439290000008555
38.41896782,38.422004793,246.0,3.036973000000387
39.424762171,39.427720185,246.0,2.9580140000007304
40.43195329,40.434766661,246.0,2.813370999994902
41.438233737,41.440869103,246.0,2.635365999999806
42.444922154,42.447751245,246.0,2.8290910000023928
43.451539455,43.454237719,246.0,2.6982639999957314
44.457669767,44.460766703,246.0,3.096935999998607
45.465036581,45.467915516,246.0,2.8789349999982505
46.472928728,46.47561005,246.0,2.6813220000008187
47.478762847,47.481018736,246.0,2.2558890000041742
48.483264156,48.48512571,246.0,1.8615540000013198
49.489366261,49.492101354,246.0,2.735092999998301
50.494012732,50.49623655,246.0,2.2238179999973795
51.499871012,51.502610584,246.0,2.7395720000029655
52.50614206,52.508778437,246.0,2.6363769999946385
53.512279856,53.515135667,246.0,2.8558110000034276
54.518058472,54.520766695,246.0,2.708222999999066
55.525251159,55.527955054,246.0,2.7038950000033424
56.531142036,56.533742745,246.0,2.6007089999993127
57.538808182,57.541489213,246.0,2.68103100000161
58.543525471,58.546264812,246.0,2.7393409999945106
59.550513164,59.553136146,246.0,2.6229819999983306
60.557629271,60.560664811,246.0,3.0355399999990595
61.563430435,61.566582024,246.0,3.151588999998012
62.570449554,62.572364409,246.0,1.9148550000025466
63.574967692,63.577913072,246.0,2.9453799999998864
64.582026104,64.584988887,246.0,2.962783000000968
65.58911802,65.592143761,246.0,3.025741000001858
66.596912581,66.599941479,246.0,3.028897999996616
67.604641106,67.607402078,246.0,2.760972000004358
68.612021623,68.614991279,246.0,2.9696559999905503
69.619886384,69.622814211,246.0,2.92782700000771
70.626150333,70.629049355,246.0,2.8990220000082445
71.631742642,71.634784354,246.0,3.0417119999981423
72.637447592,72.640814888,246.0,3.3672959999933028
73.642888694,73.645616193,246.0,2.7274989999881427
74.648063431,74.650781963,246.0,2.718532000002938
75.65361477,75.655901917,246.0,2.2871469999898864
76.659244545,76.662715798,246.0,3.4712529999865183
77.666879634,77.669956142,246.0,3.0765080000065836
78.673318184,78.676518576,246.0,3.2003920000107655
79.679204652,79.682247676,246.0,3.0430240000072217
80.685541758,80.688379024,246.0,2.837266000000227
81.692519733,81.695536358,246.0,3.016625000000772
82.699474464,82.702855176,246.0,3.380711999994901
83.70606622,83.709071283,246.0,3.0050630000033607
84.712244891,84.715151589,246.0,2.906698000003871
85.717811369,85.719569718,246.0,1.7583489999992707
86.724126448,86.727267417,246.0,3.140968999986171
87.730073441,87.732872605,246.0,2.7991639999953577
88.735768027,88.73848156,246.0,2.7135329999907754
89.741736981,89.744529662,246.0,2.792681000002517
90.748178275,90.750995754,246.0,2.8174790000008443
91.754081913,91.756838376,246.0,2.756463000011422
92.759653894,92.762524242,246.0,2.8703480000018544
93.765683728,93.768533939,246.0,2.850210999994829
94.772954353,94.775535796,246.0,2.5814429999968524
95.778206346,95.780817675,246.0,2.611328999989837
96.784593763,96.787295614,246.0,2.701850999997646
97.790042607,97.793173056,246.0,3.1304489999968155
98.797008294,98.799859046,246.0,2.8507520000005115
99.802421096,99.805367799,246.0,2.9467029999921124
100.808290022,100.811085469,246.0,2.7954470000111087
101.814307096,101.817216758,246.0,2.909662000007529
102.821412109,102.824167621,246.0,2.755512000007343
103.828549478,103.83122032,246.0,2.6708420000005617
104.835902459,104.838664904,246.0,2.7624450000018896
105.842241978,105.845281967,246.0,3.039989000001242
106.849693273,106.852759261,246.0,3.065988000003017
107.856262744,107.859154603,246.0,2.891858999987562
108.86196168,108.864720097,246.0,2.758417000009672
109.867784019,109.870575729,246.0,2.791709999996783
110.873267546,110.875970358,246.0,2.702812000009658
111.879818779,111.88272731,246.0,2.9085310000027675
112.886615976,112.889324539,246.0,2.708562999998776
113.89185422,113.894592549,246.0,2.7383289999960425
114.897953677,114.900652882,246.0,2.699204999998983
115.904740361,115.907484661,246.0,2.7443000000033635
116.910366213,116.914324305,246.0,3.9580919999906428
117.916112202,117.918308277,246.0,2.196075000000519
118.920107473,118.922904934,246.0,2.797461000000112
119.926756876,119.929681497,246.0,2.924621000005345
120.934423497,120.937260202,246.0,2.8367050000071004
121.941348117,121.944334604,246.0,2.986487000001148
122.948536964,122.951739229,246.0,3.2022649999987607
123.955380851,123.958288169,246.0,2.9073179999983267
124.963609305,124.966390305,246.0,2.780999999998812
125.968751275,125.970534731,246.0,1.7834559999982957
126.97551281,126.978259325,246.0,2.7465149999983396
127.981740662,127.98446247,246.0,2.721807999989778
128.987369918,128.99158754,246.0,4.217621999998755
129.996966285,129.999801426,246.0,2.8351409999913812
131.001721339,131.003883531,246.0,2.162192000014329
132.007061468,132.008648654,246.0,1.5871860000231663
133.011838606,133.014580562,246.0,2.741955999994161
134.017503847,134.026678216,246.0,9.174368999993021
34.393844855,34.39535769,246.0,1.5128349999997681
35.399264785,35.403088744,246.0,3.8239590000017643
36.406134722,36.409024237,246.0,2.889514999999676
37.412436374,37.41450557,246.0,2.0691960000007725
38.418726624,38.4215531,246.0,2.826475999995637
39.424611828,39.427296466,246.0,2.684637999998074
40.431640349,40.434397264,246.0,2.7569149999990827
41.436327959,41.439551044,246.0,3.2230849999947964
42.444572343,42.447385063,246.0,2.812720000001434
43.451124452,43.453762121,246.0,2.6376689999949576
44.455574861,44.458148921,246.0,2.5740600000005998
45.462996329,45.465628549,246.0,2.6322200000024054
46.470355841,46.473209879,246.0,2.85403800000239
47.475364402,47.478230232,246.0,2.865830000004621
48.482146426,48.485094932,246.0,2.9485060000027374
49.48958292,49.492465,246.0,2.8820800000062263
50.495763016,50.49882125,246.0,3.0582340000009367
51.502667842,51.505428103,246.0,2.7602609999988204
52.508236894,52.511313031,246.0,3.076137000000756
53.514981406,53.518267209,246.0,3.2858030000042504
54.521382427,54.523986313,246.0,2.6038860000028308
55.527920989,55.53135416,246.0,3.4331709999975146
56.534376572,56.536781061,246.0,2.4044889999998986
57.540951709,57.543935421,246.0,2.9837120000024697
58.546990852,58.550008419,246.0,3.017567000000554
59.553716031,59.555696099,246.0,1.9800680000017223
60.560035102,60.563017823,246.0,2.9827210000021864
61.566406523,61.569330072,246.0,2.9235490000019126
62.572104929,62.575174374,246.0,3.0694450000012807
63.577474785,63.580472354,246.0,2.9975690000014765
64.583621937,64.588775796,246.0,5.153858999989325
65.59150742,65.594305402,246.0,2.79798200000414
66.598034218,66.600358957,246.0,2.324739000002296
67.604510199,67.607388152,246.0,2.877952999995159
68.61188752,68.614966011,246.0,3.0784910000107857
69.617557247,69.620719015,246.0,3.1617680000124437
70.623342472,70.626488331,246.0,3.145858999999973
71.630159092,71.632053178,246.0,1.894086000007178
72.634605156,72.637702784,246.0,3.0976279999919143
73.641031608,73.644070395,246.0,3.0387869999941586
74.646466557,74.649130365,246.0,2.6638080000083164
75.652661821,75.655429656,246.0,2.7678350000002183
76.659085906,76.662657899,246.0,3.5719929999942224
77.666725703,77.669593657,246.0,2.8679539999956205
78.671527845,78.673773033,246.0,2.2451880000033952
79.677451893,79.679509938,246.0,2.0580449999982875
80.683724898,80.686586721,246.0,2.8618230000034828
81.690672847,81.69373628,246.0,3.06343299999412
82.697733517,82.700734282,246.0,3.0007649999959085
83.704041147,83.706791188,246.0,2.7500409999987596
84.709840112,84.712977865,246.0,3.1377530000042952
85.715432598,85.717615499,246.0,2.182900999997628
86.721516671,86.724165612,246.0,2.6489409999896907
87.726300849,87.730092126,246.0,3.7912770000048113
88.732234106,88.734920558,246.0,2.6864519999918457
89.738106768,89.741121919,246.0,3.015150999999605
90.744342714,90.747115178,246.0,2.772464000003083
91.750353154,91.752977307,246.0,2.6241529999992963
92.756156972,92.758679063,246.0,2.5220910000030017
93.762237944,93.76495376,246.0,2.715815999991378
94.769724175,94.772447446,246.0,2.7232710000077986
95.77644987,95.779364582,246.0,2.9147120000061477
96.781256213,96.784082699,246.0,2.826485999989359
97.788187024,97.790898222,246.0,2.7111980000000813
98.794252422,98.796958861,246.0,2.7064389999935656
99.799830155,99.802710543,246.0,2.880388000008338
100.80562957,100.808285995,246.0,2.6564250000120637
101.812326717,101.815116153,246.0,2.789436000000478
102.81967512,102.822458886,246.0,2.783766000007404
103.826722779,103.829526332,246.0,2.8035530000067865
104.834155502,104.836901966,246.0,2.7464639999976725
105.840527933,105.844419279,246.0,3.891345999988971
106.84664012,106.849462868,246.0,2.8227479999998195
107.853060649,107.855864622,246.0,2.803972999998905
108.859401857,108.862102636,246.0,2.700779000008424
109.865083441,109.867755114,246.0,2.671673000008923
110.870735746,110.874259679,246.0,3.5239330000109703
